fips,year,count_alldrug,population
13205,2020,33,21668
13205,2021,15,21266
13205,2022,13,21116
13207,2018,25,27523
13207,2019,40,27677
13207,2020,45,28055
13207,2021,39,28729
13207,2022,31,29427
13209,2018,11,9157
13209,2019,15,9148
13209,2020,0,8574
13209,2021,16,8654
13209,2022,11,8655
13211,2018,20,18808
13211,2019,20,19239
13211,2020,13,20198
13211,2021,26,20654
13211,2022,17,21031
13213,2018,68,39836
13213,2019,79,39996
13213,2020,80,40012
13213,2021,80,40032
13213,2022,77,40472
13215,2018,215,194362
13215,2019,223,196074
13215,2020,203,206998
13215,2021,241,205024
13215,2022,219,202616
13217,2018,111,109556
13217,2019,136,111894
13217,2020,104,112843
13217,2021,124,115318
13217,2022,122,117621
13219,2018,23,39500
13219,2019,16,40296
13219,2020,17,42013
13219,2021,30,43025
13219,2022,37,43588
13221,2018,0,15034
13221,2019,20,15222
13221,2020,23,14867
13221,2021,11,15142
13221,2022,11,15469
13223,2018,178,164482
13223,2019,189,169302
13223,2020,218,169570
13223,2021,255,173921
13223,2022,293,178421
13225,2018,26,27574
13225,2019,22,27697
13225,2020,27,28040
13225,2021,30,28245
13225,2022,42,28562
13227,2018,40,32039
13227,2019,39,32648
13227,2020,46,33339
13227,2021,38,33990
13227,2022,52,34826
13229,2018,16,19398
13229,2019,22,19443
13229,2020,36,19746
13229,2021,36,19975
13229,2022,43,20168
13231,2018,24,18622
13231,2019,28,18953
13231,2020,28,18936
13231,2021,19,19534
13231,2022,18,19990
13233,2018,53,42373
13233,2019,55,42616
13233,2020,77,42923
13233,2021,98,43332
13233,2022,59,43709
13235,2018,10,11079
13235,2019,10,11161
13235,2020,12,9873
13235,2021,0,9582
13235,2022,15,9984
13237,2018,27,21749
13237,2019,23,22083
13237,2020,19,22163
13237,2021,23,22643
13237,2022,33,22984
13239,2018,0,2254
13239,2019,0,2300
13239,2020,0,2228
13239,2021,0,2236
13239,2022,0,2249
13241,2018,19,16853
13241,2019,11,17116
13241,2020,18,16914
13241,2021,21,17088
13241,2022,13,17206
13243,2018,0,6826
13243,2019,0,6806
13243,2020,0,6368
13243,2021,0,6253
13243,2022,0,6116
13245,2018,300,202027
13245,2019,309,202639
13245,2020,332,206526
13245,2021,411,205358
13245,2022,425,206640
13247,2018,80,90402
13247,2019,82,90639
13247,2020,74,93644
13247,2021,85,93961
13247,2022,110,94984
13249,2018,0,5212
13249,2019,0,5254
13249,2020,0,4534
13249,2021,0,4476
13249,2022,0,4496
13251,2018,26,13960
13251,2019,0,13945
13251,2020,18,14078
13251,2021,18,14055
13251,2022,36,13977
13253,2018,0,8266
13253,2019,13,8090
13253,2020,0,9131
13253,2021,10,9142
13253,2022,13,9127
13255,2018,88,66092
13255,2019,94,66835
13255,2020,95,67455
13255,2021,126,67699
13255,2022,101,68919
13257,2018,34,26083
13257,2019,43,26017
13257,2020,25,26820
13257,2021,36,26765
13257,2022,35,26767
13259,2018,0,6434
13259,2019,0,6649
13259,2020,0,5304
13259,2021,0,4914
13259,2022,0,4648
13261,2018,27,29713
13261,2019,28,29401
13261,2020,21,29516
13261,2021,41,28978
13261,2022,32,28877
13263,2018,0,6281
13263,2019,0,6188
13263,2020,0,5726
13263,2021,0,5746
13263,2022,0,5747
13265,2018,0,1610
13265,2019,0,1549
13265,2020,0,1562
13265,2021,0,1560
13265,2022,0,1600
13267,2018,30,25508
13267,2019,35,25317
13267,2020,24,24316
13267,2021,38,24132
13267,2022,46,24064
13269,2018,0,8067
13269,2019,0,8051
13269,2020,10,7819
13269,2021,10,7754
13269,2022,0,7737
13271,2018,11,15888
13271,2019,0,15813
13271,2020,0,12465
13271,2021,20,12330
13271,2022,15,12354
13273,2018,0,8601
13273,2019,0,8573
13273,2020,0,9138
13273,2021,13,8904
13273,2022,0,8754
13275,2018,32,44336
13275,2019,38,44427
13275,2020,32,45785
13275,2021,52,45815
13275,2022,54,45561
13277,2018,27,40562
13277,2019,42,40653
13277,2020,33,41374
13277,2021,57,41123
13277,2022,69,41412
13279,2018,27,26910
13279,2019,30,26844
13279,2020,25,27081
13279,2021,40,26873
13279,2022,54,26837
13281,2018,13,11844
13281,2019,0,12009
13281,2020,0,12545
13281,2021,12,12867
13281,2022,10,12972
13283,2018,0,6780
13283,2019,11,6860
13283,2020,0,6396
13283,2021,0,6382
13283,2022,0,6365
13285,2018,62,70091
13285,2019,70,70059
13285,2020,64,69323
13285,2021,84,69479
13285,2022,87,70191
13287,2018,0,7917
13287,2019,13,7929
13287,2020,0,8983
13287,2021,10,8931
13287,2022,0,8842
13289,2018,15,8179
13289,2019,10,8164
13289,2020,12,8011
13289,2021,0,7899
13289,2022,0,7680
13291,2018,18,23961
13291,2019,26,24606
13291,2020,34,24798
13291,2021,23,25560
13291,2022,29,26388
13293,2018,53,26249
13293,2019,49,26402
13293,2020,32,27740
13293,2021,44,27673
13293,2022,52,28086
13295,2018,71,69507
13295,2019,46,69769
13295,2020,41,67742
13295,2021,26,68405
13295,2022,77,68915
13297,2018,95,93450
13297,2019,76,94818
13297,2020,88,97153
13297,2021,107,99808
13297,2022,97,103065
13299,2018,35,35703
13299,2019,51,35816
13299,2020,63,36225
13299,2021,72,35547
13299,2022,59,35614
13301,2018,0,5227
13301,2019,0,5220
13301,2020,0,5208
13301,2021,0,5214
13301,2022,0,5155
13303,2018,21,20418
13303,2019,20,20352
13303,2020,19,19948
13303,2021,26,19766
13303,2022,27,19738
13305,2018,34,29874
13305,2019,42,30017
13305,2020,46,30145
13305,2021,62,30246
13305,2022,67,30896
13307,2018,0,2575
13307,2019,0,2573
13307,2020,0,2352
13307,2021,0,2356
13307,2022,0,2328
13309,2018,0,7891
13309,2019,0,7870
13309,2020,0,7447
13309,2021,12,7748
13309,2022,0,7314
13311,2018,36,29893
13311,2019,30,30601
13311,2020,36,28108
13311,2021,45,28393
13311,2022,38,28806
13313,2018,84,104109
13313,2019,93,104265
13313,2020,88,102776
13313,2021,136,102688
13313,2022,132,103132
13315,2018,0,8784
13315,2019,0,8607
13315,2020,0,8792
13315,2021,0,8746
13315,2022,12,8761
13317,2018,12,9845
13317,2019,10,9769
13317,2020,12,9556
13317,2021,10,9516
13317,2022,11,9599
13319,2018,0,9005
13319,2019,12,8936
13319,2020,0,8824
13319,2021,0,8791
13319,2022,0,8681
13321,2018,13,20307
13321,2019,27,20185
13321,2020,20,20738
13321,2021,31,20557
13321,2022,27,20424
15001,2018,134,202263
15001,2019,151,202165
15001,2020,127,200712
15001,2021,111,203792
15001,2022,128,206315
15003,2018,686,981076
15003,2019,687,973491
15003,2020,485,1012305
15003,2021,543,1004673
15003,2022,533,995638
15007,2018,78,72292
15007,2019,84,72190
15007,2020,64,73186
15007,2021,80,73791
15007,2022,76,73810
15009,2018,119,167384
15009,2019,122,167682
15009,2020,101,164760
15009,2021,89,164817
15009,2022,115,164351
19001,2018,0,7028
19001,2019,0,7102
19001,2020,0,7494
19001,2021,10,7538
19001,2022,0,7494
19003,2018,0,3628
19003,2019,0,3602
19003,2020,0,3710
19003,2021,0,3642
19003,2022,0,3611
19005,2018,0,13832
19005,2019,0,13671
19005,2020,0,14068
19005,2021,0,13968
19005,2022,10,13960
19007,2018,22,12467
19007,2019,24,12525
19007,2020,14,12285
19007,2021,17,12266
19007,2022,12,12094
19009,2018,10,5482
19009,2019,0,5491
19009,2020,0,5681
19009,2021,10,5665
19009,2022,13,5598
19011,2018,18,25546
19011,2019,29,25544
19011,2020,22,25534
19011,2021,19,25719
19011,2022,20,25711
19013,2018,138,131769
19013,2019,140,131089
19013,2020,141,131034
19013,2021,145,130606
19013,2022,163,130274
19015,2018,50,26356
19015,2019,33,26338
19015,2020,30,26700
19015,2021,27,26776
19015,2022,31,26609
19017,2018,15,25022
19017,2019,21,25170
19017,2020,34,25003
19017,2021,22,25122
19017,2022,28,25259
19019,2018,22,21140
19019,2019,22,21148
19019,2020,15,20606
19019,2021,10,20697
19019,2022,22,20714
19021,2018,17,19807
19021,2019,14,19690
19021,2020,12,20809
19021,2021,22,20767
19021,2022,11,20600
19023,2018,0,14516
19023,2019,14,14404
19023,2020,11,14332
19023,2021,11,14362
19023,2022,10,14269
19025,2018,0,9653
19025,2019,0,9616
19025,2020,0,9882
19025,2021,14,9884
19025,2022,16,9725
19027,2018,18,20101
19027,2019,20,20118
19027,2020,13,20721
19027,2021,19,20752
19027,2022,14,20567
19029,2018,19,12959
19029,2019,15,12822
19029,2020,15,13118
19029,2021,20,13065
19029,2022,14,13104
19031,2018,11,18508
19031,2019,0,18541
19031,2020,12,18491
19031,2021,12,18444
19031,2022,10,18399
19033,2018,51,42643
19033,2019,36,42477
19033,2020,43,43023
19033,2021,44,42761
19033,2022,35,42409
19035,2018,11,11281
19035,2019,0,11231
19035,2020,14,11663
19035,2021,15,11532
19035,2022,0,11491
19037,2018,18,11965
19037,2019,0,11943
19037,2020,11,11990
19037,2021,12,11899
19037,2022,16,11716
19039,2018,15,9489
19039,2019,11,9382
19039,2020,13,9726
19039,2021,11,9756
19039,2022,0,9692
19041,2018,12,16167
19041,2019,20,16094
19041,2020,10,16335
19041,2021,14,16428
19041,2022,19,16475
19043,2018,11,17515
19043,2019,12,17497
19043,2020,0,17030
19043,2021,18,17047
19043,2022,0,17027
19045,2018,72,46506
19045,2019,48,46559
19045,2020,60,46432
19045,2021,60,46526
19045,2022,69,46344
19047,2018,13,17081
19047,2019,20,16903
19047,2020,0,16490
19047,2021,0,16243
19047,2022,12,16123
19049,2018,56,89999
19049,2019,51,93631
19049,2020,38,100473
19049,2021,48,104069
19049,2022,58,108016
19051,2018,0,8967
19051,2019,0,9006
19051,2020,0,9112
19051,2021,0,9146
19051,2022,0,9130
19053,2018,0,7901
19053,2019,0,7852
19053,2020,0,7605
19053,2021,14,7660
19053,2022,0,7683
19055,2018,0,17115
19055,2019,10,17057
19055,2020,12,17456
19055,2021,0,17531
19055,2022,10,17568
19057,2018,44,39259
19057,2019,53,39051
19057,2020,52,38816
19057,2021,57,38507
19057,2022,47,38293
19059,2018,11,17159
19059,2019,16,17290
19059,2020,22,17766
19059,2021,11,17852
19059,2022,18,18028
19061,2018,94,96961
19061,2019,77,97432
19061,2020,79,99291
19061,2021,75,98815
19061,2022,95,98677
19063,2018,10,9276
19063,2019,0,9224
19063,2020,15,9335
19063,2021,0,9318
19063,2022,0,9176
19065,2018,24,19643
19065,2019,15,19575
19065,2020,21,19445
19065,2021,19,19309
19065,2022,16,19294
19067,2018,13,15784
19067,2019,21,15655
19067,2020,0,15590
19067,2021,19,15449
19067,2022,16,15337
19069,2018,0,10081
19069,2019,0,10082
19069,2020,11,9997
19069,2021,15,9952
19069,2022,0,9916
19071,2018,0,6956
19071,2019,0,6917
19071,2020,0,6567
19071,2021,0,6575
19071,2022,0,6464
19073,2018,12,8971
19073,2019,11,8881
19073,2020,14,8752
19073,2021,11,8733
19073,2022,0,8741
19075,2018,12,12268
19075,2019,0,12227
19075,2020,10,12334
19075,2021,14,12371
19075,2022,11,12356
19077,2018,11,10719
19077,2019,11,10741
19077,2020,12,10613
19077,2021,10,10586
19077,2022,0,10647
19079,2018,14,14887
19079,2019,10,14797
19079,2020,10,15008
19079,2021,13,14883
19079,2022,17,14820
19081,2018,0,10726
19081,2019,10,10664
19081,2020,0,10757
19081,2021,10,10685
19081,2022,0,10685
19083,2018,20,16965
19083,2019,21,16809
19083,2020,23,16820
19083,2021,29,16719
19083,2022,28,16567
19085,2018,0,14086
19085,2019,15,14034
19085,2020,12,14564
19085,2021,10,14683
19085,2022,0,14658
19087,2018,23,20015
19087,2019,18,19835
19087,2020,24,20451
19087,2021,20,20390
19087,2022,14,20196
19089,2018,0,9185
19089,2019,0,9146
19089,2020,0,9492
19089,2021,0,9500
19089,2022,0,9533
19091,2018,10,9520
19091,2019,0,9499
19091,2020,11,9595
19091,2021,17,9637
19091,2022,17,9572
19093,2018,10,6829
19093,2019,0,6822
19093,2020,0,7019
19093,2021,0,6974
19093,2022,0,6888
19095,2018,16,16150
19095,2019,16,16146
19095,2020,10,16654
19095,2021,15,16574
19095,2022,16,16475
19097,2018,14,19375
19097,2019,11,19375
19097,2020,22,19452
19097,2021,12,19397
19097,2022,12,19324
19099,2018,47,37121
19099,2019,47,37171
19099,2020,44,37810
19099,2021,62,37874
19099,2022,51,37938
19101,2018,24,18102
19101,2019,34,18180
19101,2020,27,15693
19101,2021,25,15762
19101,2022,21,15698
19103,2018,107,151003
19103,2019,97,152480
19103,2020,117,153042
19103,2021,100,155016
19103,2022,95,156420
19105,2018,13,20627
19105,2019,10,20634
19105,2020,13,20653
19105,2021,23,20839
19105,2022,17,20848
19107,2018,10,10221
19107,2019,16,10192
19107,2020,13,10012
19107,2021,15,9924
19107,2022,14,9904
19109,2018,11,14834
19109,2019,15,14769
19109,2020,11,14794
19109,2021,0,14524
19109,2022,11,14475
19111,2018,47,33929
19111,2019,66,33641
19111,2020,41,33520
19111,2021,47,33208
19111,2022,32,32840
19113,2018,232,226060
19113,2019,201,227241
19113,2020,208,230411
19113,2021,241,229458
19113,2022,253,229033
19115,2018,11,11135
19115,2019,0,11059
19115,2020,0,10821
19115,2021,14,10747
19115,2022,0,10677
19117,2018,15,8590
19117,2019,12,8561
19117,2020,18,8620
19117,2021,18,8696
19117,2022,13,8689
19119,2018,0,11849
19119,2019,0,11806
19119,2020,0,11927
19119,2021,0,12061
19119,2022,0,12179
19121,2018,15,16140
19121,2019,13,16273
19121,2020,16,16628
19121,2021,15,16789
19121,2022,10,17036
19123,2018,18,22203
19123,2019,25,22429
19123,2020,20,22147
19123,2021,14,21944
19123,2022,25,21946
19125,2018,42,33251
19125,2019,26,33280
19125,2020,24,33408
19125,2021,35,33444
19125,2022,45,33642
19127,2018,42,39879
19127,2019,54,39472
19127,2020,47,40093
19127,2021,50,39899
19127,2022,38,39879
19129,2018,0,15122
19129,2019,11,15124
19129,2020,0,14399
19129,2021,11,14464
19129,2022,0,14553
19131,2018,0,10536
19131,2019,0,10565
19131,2020,0,10588
19131,2021,0,10563
19131,2022,0,10532
19133,2018,0,8649
19133,2019,0,8626
19133,2020,10,8746
19133,2021,0,8595
19133,2022,10,8486
19135,2018,0,7738
19135,2019,15,7681
19135,2020,13,7597
19135,2021,11,7595
19135,2022,15,7550
19137,2018,10,9976
19137,2019,0,9917
19137,2020,17,10330
19137,2021,13,10325
19137,2022,16,10205
19139,2018,53,42784
19139,2019,60,42571
19139,2020,56,43141
19139,2021,53,42688
19139,2022,48,42377
19141,2018,12,13806
19141,2019,0,13796
19141,2020,0,14154
19141,2021,16,14062
19141,2022,20,14060
19143,2018,0,6020
19143,2019,0,5961
19143,2020,0,6202
19143,2021,0,6163
19143,2022,0,6036
19145,2018,26,15227
19145,2019,28,15129
19145,2020,25,15196
19145,2021,20,15215
19145,2022,29,15143
19147,2018,0,8910
19147,2019,0,8873
19147,2020,0,8989
19147,2021,0,8909
19147,2022,10,8764
19149,2018,13,25024
19149,2019,20,25200
19149,2020,14,25689
19149,2021,13,25714
19149,2022,22,25681
19151,2018,0,6709
19151,2019,0,6632
19151,2020,0,7067
19151,2021,0,7057
19151,2022,0,7053
19153,2018,601,486222
19153,2019,598,491031
19153,2020,609,492997
19153,2021,638,497675
19153,2022,584,501089
19155,2018,86,93445
19155,2019,100,93405
19155,2020,91,93670
19155,2021,105,93434
19155,2022,78,93173
19157,2018,10,18461
19157,2019,16,18458
19157,2020,19,18628
19157,2021,12,18603
19157,2022,18,18467
19159,2018,0,4921
19159,2019,0,4866
19159,2020,0,4642
19159,2021,0,4626
19159,2022,0,4670
19161,2018,0,9675
19161,2019,10,9675
19161,2020,0,9794
19161,2021,0,9745
19161,2022,10,9673
19163,2018,232,173019
19163,2019,211,173400
19163,2020,221,174596
19163,2021,207,174278
19163,2022,193,173924
19165,2018,16,11564
19165,2019,0,11479
19165,2020,21,11723
19165,2021,15,11773
19165,2022,12,11645
19167,2018,19,34767
19167,2019,18,34950
19167,2020,26,35887
19167,2021,32,35991
19167,2022,22,36050
19169,2018,77,96749
19169,2019,72,97441
19169,2020,62,98645
19169,2021,66,99666
19169,2022,61,99673
19171,2018,19,16853
19171,2019,20,16904
19171,2020,19,17077
19171,2021,17,16874
19171,2022,17,16903
19173,2018,11,6190
19173,2019,0,6188
19173,2020,0,5865
19173,2021,12,5873
19173,2022,0,5858
19175,2018,12,12297
19175,2019,19,12224
19175,2020,27,12132
19175,2021,16,12036
19175,2022,19,11887
19177,2018,0,7008
19177,2019,0,7044
19177,2020,13,7217
19177,2021,0,7261
19177,2022,10,7256
19179,2018,45,35060
19179,2019,49,35151
19179,2020,32,35330
19179,2021,43,35283
19179,2022,43,35043
19181,2018,39,51053
19181,2019,34,51548
19181,2020,47,52588
19181,2021,46,53487
19181,2022,34,54327
19183,2018,26,22095
19183,2019,24,22030
19183,2020,20,22540
19183,2021,24,22494
19183,2022,19,22571
19185,2018,0,6376
19185,2019,0,6413
19185,2020,0,6504
19185,2021,11,6511
19185,2022,0,6467
19187,2018,43,36361
19187,2019,53,35982
19187,2020,53,36985
19187,2021,50,37178
19187,2022,62,36626
19189,2018,0,10555
19189,2019,0,10357
19189,2020,0,10662
19189,2021,0,10664
19189,2022,0,10617
19191,2018,16,20026
19191,2019,12,19992
19191,2020,10,20037
19191,2021,11,19915
19191,2022,0,19974
19193,2018,105,102415
19193,2019,106,103132
19193,2020,93,105904
19193,2021,107,105816
19193,2022,125,105671
19195,2018,0,7416
19195,2019,0,7407
19195,2020,0,7435
19195,2021,0,7380
19195,2022,0,7319
19197,2018,14,12669
19197,2019,10,12551
19197,2020,13,12915
19197,2021,20,12811
19197,2022,12,12681
17001,2018,52,65603
17001,2019,51,65402
17001,2020,64,65612
17001,2021,53,65146
17001,2022,65,64725
17003,2018,0,6043
17003,2019,0,5791
17003,2020,0,5173
17003,2021,0,5032
17003,2022,0,4858
17005,2018,35,16668
17005,2019,16,16458
17005,2020,12,16688
17005,2021,18,16633
17005,2022,10,16566
17007,2018,77,53368
17007,2019,81,53281
17007,2020,81,53334
17007,2021,69,53199
17007,2022,48,53154
17009,2018,0,6580
17009,2019,0,6619
17009,2020,0,6233
17009,2021,0,6443
17009,2022,0,6330
17011,2018,57,32938
17011,2019,52,32621
17011,2020,48,33172
17011,2021,43,32961
17011,2022,30,32828
17013,2018,0,4834
17013,2019,0,4740
17013,2020,0,4404
17013,2021,0,4385
17013,2022,0,4360
17015,2018,0,14337
17015,2019,10,14338
17015,2020,0,15667
17015,2021,0,15674
17015,2022,0,15529
17017,2018,10,12353
17017,2019,14,12141
17017,2020,10,12985
17017,2021,21,12798
17017,2022,11,12657
17019,2018,207,210206
17019,2019,242,209612
17019,2020,248,205629
17019,2021,250,206708
17019,2022,238,206542
17021,2018,36,32709
17021,2019,41,32427
17021,2020,42,33950
17021,2021,58,33721
17021,2022,42,33436
17023,2018,0,15594
17023,2019,0,15465
17023,2020,0,15423
17023,2021,13,15354
17023,2022,0,15229
17025,2018,37,13260
17025,2019,24,13177
17025,2020,15,13271
17025,2021,16,13154
17025,2022,10,13047
17027,2018,41,37666
17027,2019,34,37440
17027,2020,26,36913
17027,2021,25,36886
17027,2022,23,36909
17029,2018,49,50946
17029,2019,73,50774
17029,2020,118,46761
17029,2021,107,46809
17029,2022,75,46334
17031,2018,8757,5171007
17031,2019,9912,5145326
17031,2020,12797,5261249
17031,2021,12090,5177606
17031,2022,11117,5109292
17033,2018,21,18849
17033,2019,20,18686
17033,2020,18,18648
17033,2021,18,18691
17033,2022,18,18536
17035,2018,0,10782
17035,2019,0,10733
17035,2020,0,10429
17035,2021,12,10343
17035,2022,11,10324
17037,2018,119,104587
17037,2019,116,105131
17037,2020,109,100253
17037,2021,105,100472
17037,2022,72,100232
17039,2018,35,15768
17039,2019,22,15624
17039,2020,31,15450
17039,2021,20,15379
17039,2022,17,15310
17041,2018,26,19449
17041,2019,20,19450
17041,2020,32,19758
17041,2021,17,19740
17041,2022,30,19755
17043,2018,867,927808
17043,2019,886,922761
17043,2020,968,931244
17043,2021,958,926448
17043,2022,787,920901
17045,2018,17,17379
17045,2019,25,17169
17045,2020,23,16796
17045,2021,25,16589
17045,2022,30,16433
17047,2018,0,6393
17047,2019,0,6405
17047,2020,0,6208
17047,2021,0,6086
17047,2022,0,6071
17049,2018,41,34233
17049,2019,36,34109
17049,2020,32,34695
17049,2021,34,34531
17049,2022,41,34325
17051,2018,30,21380
17051,2019,26,21332
17051,2020,33,21483
17051,2021,32,21447
17051,2022,35,21305
17053,2018,16,13215
17053,2019,11,12972
17053,2020,10,13517
17053,2021,17,13491
17053,2022,16,13249
17055,2018,71,38737
17055,2019,55,38530
17055,2020,66,37685
17055,2021,52,37498
17055,2022,47,37242
17057,2018,54,34743
17057,2019,52,34240
17057,2020,50,33488
17057,2021,38,33313
17057,2022,43,33021
17059,2018,0,5049
17059,2019,0,4833
17059,2020,0,4938
17059,2021,0,4907
17059,2022,0,4855
17061,2018,26,13051
17061,2019,39,12922
17061,2020,25,11936
17061,2021,26,11851
17061,2022,18,11651
17063,2018,73,51012
17063,2019,87,51031
17063,2020,91,52517
17063,2021,73,52929
17063,2022,80,53041
17065,2018,10,8149
17065,2019,10,8133
17065,2020,12,7997
17065,2021,14,7923
17065,2022,11,7984
17067,2018,13,17815
17067,2019,0,17700
17067,2020,10,17547
17067,2021,17,17388
17067,2022,14,17244
17069,2018,0,3876
17069,2019,0,3848
17069,2020,0,3641
17069,2021,0,3650
17069,2022,0,3597
17071,2018,0,6726
17071,2019,0,6709
17071,2020,0,6334
17071,2021,0,6304
17071,2022,0,6151
17073,2018,62,49082
17073,2019,67,48933
17073,2020,52,49172
17073,2021,50,48868
17073,2022,59,48419
17075,2018,52,27450
17075,2019,58,27093
17075,2020,60,26977
17075,2021,48,26761
17075,2022,44,26473
17077,2018,110,57327
17077,2019,110,56844
17077,2020,106,52906
17077,2021,76,52666
17077,2022,86,52617
17079,2018,0,9589
17079,2019,0,9618
17079,2020,0,9240
17079,2021,0,9204
17079,2022,0,9212
17081,2018,87,37704
17081,2019,67,37635
17081,2020,62,36998
17081,2021,64,36882
17081,2022,47,36400
17083,2018,51,21738
17083,2019,36,21667
17083,2020,29,21495
17083,2021,19,21370
17083,2022,30,21246
17085,2018,11,21349
17085,2019,0,21224
17085,2020,14,22057
17085,2021,0,21932
17085,2022,14,21758
17087,2018,0,12380
17087,2019,0,12380
17087,2020,13,13322
17087,2021,13,13471
17087,2022,14,13381
17089,2018,500,532838
17089,2019,496,532293
17089,2020,463,516141
17089,2021,532,516183
17089,2022,479,514182
17091,2018,159,109863
17091,2019,167,109569
17091,2020,147,107250
17091,2021,181,106652
17091,2022,140,106074
17093,2018,87,127663
17093,2019,112,128900
17093,2020,102,132348
17093,2021,92,134948
17093,2022,91,137254
17095,2018,80,50008
17095,2019,77,49669
17095,2020,66,49799
17095,2021,68,49347
17095,2022,75,48640
17097,2018,619,700455
17097,2019,614,697134
17097,2020,609,713251
17097,2021,680,712160
17097,2022,632,709150
17099,2018,237,109136
17099,2019,169,108517
17099,2020,160,109421
17099,2021,151,109139
17099,2022,151,108078
17101,2018,10,15816
17101,2019,11,15665
17101,2020,0,15258
17101,2021,11,15216
17101,2022,13,14914
17103,2018,36,34281
17103,2019,43,34061
17103,2020,31,34051
17103,2021,48,34166
17103,2022,24,33848
17105,2018,55,35630
17105,2019,47,35557
17105,2020,45,35779
17105,2021,47,35741
17105,2022,47,35521
17107,2018,60,28873
17107,2019,51,28633
17107,2020,48,27899
17107,2021,46,27970
17107,2022,40,27591
17109,2018,32,30091
17109,2019,44,29792
17109,2020,24,27097
17109,2021,35,26848
17109,2022,25,26861
17111,2018,426,308145
17111,2019,357,307439
17111,2020,314,309886
17111,2021,296,311592
17111,2022,253,311747
17113,2018,149,172368
17113,2019,156,171272
17113,2020,167,170954
17113,2021,138,171190
17113,2022,163,171141
17115,2018,131,104529
17115,2019,146,104012
17115,2020,176,103756
17115,2021,160,102649
17115,2022,144,101483
17117,2018,70,45342
17117,2019,83,45079
17117,2020,84,44845
17117,2021,56,44545
17117,2022,56,44245
17119,2018,595,264481
17119,2019,461,263609
17119,2020,441,265610
17119,2021,366,264898
17119,2022,328,263864
17121,2018,106,37453
17121,2019,121,37309
17121,2020,134,37639
17121,2021,96,37378
17121,2022,72,36914
17123,2018,18,11485
17123,2019,11,11463
17123,2020,20,11706
17123,2021,17,11686
17123,2022,20,11678
17125,2018,21,13520
17125,2019,19,13387
17125,2020,15,13057
17125,2021,18,12859
17125,2022,17,12748
17127,2018,15,14037
17127,2019,0,13772
17127,2020,0,14138
17127,2021,12,13966
17127,2022,17,13896
17129,2018,18,12297
17129,2019,10,12198
17129,2020,15,12271
17129,2021,15,12184
17129,2022,0,12121
17131,2018,0,15572
17131,2019,19,15490
17131,2020,19,15627
17131,2021,16,15568
17131,2022,18,15504
17133,2018,0,34446
17133,2019,15,34738
17133,2020,0,34952
17133,2021,0,34993
17133,2022,0,35033
17135,2018,40,28705
17135,2019,50,28401
17135,2020,46,28203
17135,2021,26,28154
17135,2022,44,28020
17137,2018,44,34052
17137,2019,42,33679
17137,2020,47,32838
17137,2021,63,32599
17137,2022,55,32209
17139,2018,0,14662
17139,2019,13,14464
17139,2020,10,14476
17139,2021,16,14509
17139,2022,0,14323
17141,2018,68,50802
17141,2019,61,50660
17141,2020,55,51694
17141,2021,63,51474
17141,2022,57,51351
17143,2018,331,180773
17143,2019,301,179359
17143,2020,318,181322
17143,2021,263,179764
17143,2022,320,178383
17145,2018,32,21163
17145,2019,37,20935
17145,2020,29,20882
17145,2021,20,21033
17145,2022,23,20588
17147,2018,20,16375
17147,2019,16,16391
17147,2020,20,16674
17147,2021,19,16781
17147,2022,15,16723
17149,2018,13,15614
17149,2019,19,15574
17149,2020,24,14641
17149,2021,18,14609
17149,2022,18,14484
17151,2018,0,4183
17151,2019,0,4176
17151,2020,0,3758
17151,2021,0,3770
17151,2022,0,3770
17153,2018,0,5426
17153,2019,0,5309
17153,2020,0,5160
17153,2021,0,5073
17153,2022,0,4991
17155,2018,0,5740
17155,2019,0,5745
17155,2020,0,5631
17155,2021,0,5596
17155,2022,0,5572
17157,2018,38,32161
17157,2019,34,31725
17157,2020,42,30086
17157,2021,35,30219
17157,2022,42,30068
17159,2018,14,15700
17159,2019,13,15519
17159,2020,14,15778
17159,2021,21,15685
17159,2022,20,15435
17161,2018,205,142522
17161,2019,184,141775
17161,2020,188,144359
17161,2021,180,142992
17161,2022,178,141527
17163,2018,453,261631
17163,2019,453,259889
17163,2020,400,256823
17163,2021,334,255022
17163,2022,260,252671
17165,2018,38,23769
17165,2019,26,23540
17165,2020,28,23688
17165,2021,40,23348
17165,2022,32,23087
17167,2018,283,195802
17167,2019,250,194882
17167,2020,275,196122
17167,2021,313,195422
17167,2022,266,194534
17169,2018,0,6896
17169,2019,0,6829
17169,2020,0,6871
17169,2021,0,6822
17169,2022,0,6746
17171,2018,0,4952
17171,2019,0,4974
17171,2020,0,4941
17171,2021,0,4855
17171,2022,0,4790
17173,2018,18,21685
17173,2019,22,21625
17173,2020,23,20924
17173,2021,17,20861
17173,2022,18,20761
17175,2018,0,5407
17175,2019,0,5312
17175,2020,0,5391
17175,2021,0,5296
17175,2022,10,5345
17177,2018,61,44702
17177,2019,49,44371
17177,2020,52,44493
17177,2021,39,44071
17177,2022,39,43627
17179,2018,198,132465
17179,2019,168,131848
17179,2020,184,131073
17179,2021,182,130563
17179,2022,172,129911
17181,2018,25,16853
17181,2019,26,16693
17181,2020,16,17182
17181,2021,23,16937
17181,2022,11,16767
17183,2018,130,76703
17183,2019,232,75736
17183,2020,179,74001
17183,2021,141,73263
17183,2022,158,72337
17185,2018,16,11407
17185,2019,0,11370
