fips,year,count_alldrug,population
17185,2020,0,11315
17185,2021,0,11210
17185,2022,0,11087
17187,2018,20,16979
17187,2019,0,16816
17187,2020,13,16828
17187,2021,15,16595
17187,2022,10,16354
17189,2018,20,14010
17189,2019,13,13926
17189,2020,0,13731
17189,2021,11,13651
17189,2022,0,13643
17191,2018,20,16311
17191,2019,15,16196
17191,2020,0,16125
17191,2021,14,15967
17191,2022,10,15872
17193,2018,26,13642
17193,2019,21,13574
17193,2020,13,13807
17193,2021,20,13768
17193,2022,16,13614
17195,2018,73,55532
17195,2019,74,55215
17195,2020,81,55553
17195,2021,61,55342
17195,2022,71,54658
17197,2018,751,690934
17197,2019,776,690176
17197,2020,811,695844
17197,2021,743,697985
17197,2022,613,696757
17199,2018,76,67017
17199,2019,93,66633
17199,2020,90,67113
17199,2021,86,66943
17199,2022,78,66695
17201,2018,852,283588
17201,2019,742,282465
17201,2020,668,284928
17201,2021,602,283559
17201,2022,512,282188
17203,2018,27,38461
17203,2019,19,38353
17203,2020,17,38395
17203,2021,20,38210
17203,2022,17,38128
18001,2018,38,35565
18001,2019,42,35688
18001,2020,39,35852
18001,2021,41,35939
18001,2022,26,36068
18003,2018,584,375076
18003,2019,553,379006
18003,2020,640,386082
18003,2021,610,389112
18003,2022,598,391449
18005,2018,177,83062
18005,2019,168,84063
18005,2020,228,82216
18005,2021,189,82730
18005,2022,178,83540
18007,2018,11,8677
18007,2019,0,8763
18007,2020,0,8716
18007,2021,0,8714
18007,2022,0,8719
18009,2018,39,11934
18009,2019,32,11787
18009,2020,28,12111
18009,2021,42,12056
18009,2022,31,11919
18011,2018,118,66999
18011,2019,78,67915
18011,2020,116,71134
18011,2021,95,73006
18011,2022,113,74164
18013,2018,0,15244
18013,2019,10,15066
18013,2020,13,15482
18013,2021,32,15573
18013,2022,34,15570
18015,2018,16,20208
18015,2019,23,20211
18015,2020,18,20331
18015,2021,13,20502
18015,2022,15,20555
18017,2018,53,37885
18017,2019,55,37610
18017,2020,65,37791
18017,2021,71,37579
18017,2022,64,37540
18019,2018,207,117287
18019,2019,259,118191
18019,2020,345,121353
18019,2021,312,122847
18019,2022,266,124237
18021,2018,32,26215
18021,2019,31,26301
18021,2020,32,26419
18021,2021,27,26370
18021,2022,26,26379
18023,2018,61,32113
18023,2019,76,32298
18023,2020,76,33174
18023,2021,89,33025
18023,2022,79,32843
18025,2018,13,10585
18025,2019,18,10593
18025,2020,12,10525
18025,2021,13,10491
18025,2022,11,10536
18027,2018,43,33314
18027,2019,36,33439
18027,2020,31,33366
18027,2021,34,33381
18027,2022,33,33418
18029,2018,52,49560
18029,2019,83,49573
18029,2020,56,50754
18029,2021,64,50946
18029,2022,41,51138
18031,2018,56,26685
18031,2019,62,26472
18031,2020,69,26465
18031,2021,49,26322
18031,2022,53,26416
18033,2018,62,43231
18033,2019,67,43561
18033,2020,51,43297
18033,2021,52,43369
18033,2022,47,43731
18035,2018,360,114118
18035,2019,311,113769
18035,2020,440,111763
18035,2021,496,111981
18035,2022,268,112031
18037,2018,18,42568
18037,2019,37,42578
18037,2020,37,43643
18037,2021,29,43625
18037,2022,52,43632
18039,2018,222,205588
18039,2019,222,206268
18039,2020,205,206983
18039,2021,254,207066
18039,2022,215,206890
18041,2018,56,23026
18041,2019,42,23038
18041,2020,68,23362
18041,2021,85,23376
18041,2022,76,23349
18043,2018,136,77870
18043,2019,172,78601
18043,2020,226,80509
18043,2021,183,80606
18043,2022,146,80714
18045,2018,25,16439
18045,2019,23,16425
18045,2020,23,16483
18045,2021,32,16466
18045,2022,20,16574
18047,2018,18,22752
18047,2019,15,22763
18047,2020,22,22793
18047,2021,44,22857
18047,2022,30,23028
18049,2018,34,20113
18049,2019,32,20042
18049,2020,31,20469
18049,2021,29,20380
18049,2022,28,20327
18051,2018,27,33622
18051,2019,35,33709
18051,2020,29,33055
18051,2021,31,32954
18051,2022,27,32993
18053,2018,148,66112
18053,2019,147,65836
18053,2020,188,66475
18053,2021,281,66203
18053,2022,195,66022
18055,2018,39,32124
18055,2019,39,32117
18055,2020,46,30804
18055,2021,47,30826
18055,2022,61,31006
18057,2018,290,330635
18057,2019,270,337955
18057,2020,310,348966
18057,2021,347,357330
18057,2022,313,364921
18059,2018,140,76521
18059,2019,132,78159
18059,2020,127,80187
18059,2021,173,81855
18059,2022,147,83070
18061,2018,65,40258
18061,2019,78,40552
18061,2020,81,39662
18061,2021,99,39817
18061,2022,81,39851
18063,2018,203,166759
18063,2019,207,169924
18063,2020,280,175575
18063,2021,262,179555
18063,2022,191,182534
18065,2018,113,48205
18065,2019,81,48025
18065,2020,93,48903
18065,2021,97,49036
18065,2022,93,48915
18067,2018,200,82339
18067,2019,131,82660
18067,2020,132,83588
18067,2021,148,83642
18067,2022,194,83574
18069,2018,47,36249
18069,2019,84,36544
18069,2020,80,36646
18069,2021,99,36792
18069,2022,60,36834
18071,2018,105,44049
18071,2019,85,44179
18071,2020,117,46461
18071,2021,104,46285
18071,2022,70,46300
18073,2018,49,33356
18073,2019,43,33516
18073,2020,38,32892
18073,2021,51,33113
18073,2022,41,33281
18075,2018,110,20721
18075,2019,80,20446
18075,2020,52,20476
18075,2021,65,20309
18075,2022,29,20198
18077,2018,53,32169
18077,2019,47,32265
18077,2020,53,33100
18077,2021,68,33119
18077,2022,40,32946
18079,2018,83,27650
18079,2019,70,27662
18079,2020,81,27581
18079,2021,56,27507
18079,2022,56,27536
18081,2018,307,156301
18081,2019,224,158332
18081,2020,307,162224
18081,2021,368,164418
18081,2022,275,165782
18083,2018,59,36602
18083,2019,46,36603
18083,2020,58,36248
18083,2021,53,35964
18083,2022,41,35789
18085,2018,100,79467
18085,2019,96,79438
18085,2020,97,80155
18085,2021,127,80323
18085,2022,129,80826
18087,2018,21,39425
18087,2019,21,39771
18087,2020,22,40530
18087,2021,32,40538
18087,2022,18,40866
18089,2018,684,484918
18089,2019,699,486244
18089,2020,759,498932
18089,2021,712,499327
18089,2022,680,499689
18091,2018,238,110134
18091,2019,214,110044
18091,2020,272,112276
18091,2021,276,112486
18091,2022,227,111675
18093,2018,100,45690
18093,2019,88,45419
18093,2020,107,45012
18093,2021,138,45045
18093,2022,109,45222
18095,2018,212,129509
18095,2019,231,129416
18095,2020,292,130195
18095,2021,349,130979
18095,2022,321,131744
18097,2018,2817,959370
18097,2019,2137,963829
18097,2020,3020,976631
18097,2021,3601,971647
18097,2022,3258,969466
18099,2018,79,46311
18099,2019,50,46197
18099,2020,70,46076
18099,2021,46,46175
18099,2022,62,46332
18101,2018,0,10204
18101,2019,0,10179
18101,2020,10,9803
18101,2021,10,9799
18101,2022,10,9803
18103,2018,56,35652
18103,2019,42,35488
18103,2020,62,35913
18103,2021,51,36032
18103,2022,61,35674
18105,2018,165,147411
18105,2019,170,148178
18105,2020,163,139571
18105,2021,237,140135
18105,2022,174,139745
18107,2018,73,38251
18107,2019,87,38275
18107,2020,104,37942
18107,2021,109,38061
18107,2022,69,38273
18109,2018,180,70108
18109,2019,148,70403
18109,2020,243,71848
18109,2021,244,72260
18109,2022,189,72236
18111,2018,19,13979
18111,2019,18,13972
18111,2020,11,13786
18111,2021,13,13793
18111,2022,12,13823
18113,2018,61,47649
18113,2019,69,47907
18113,2020,57,47453
18113,2021,66,47419
18113,2022,40,47367
18115,2018,0,5880
18115,2019,0,5908
18115,2020,0,5922
18115,2021,0,5992
18115,2022,0,6114
18117,2018,31,19567
18117,2019,42,19657
18117,2020,34,19848
18117,2021,45,19812
18117,2022,43,19623
18119,2018,29,20879
18119,2019,31,20881
18119,2020,35,21314
18119,2021,34,21432
18119,2022,29,21482
18121,2018,19,16955
18121,2019,12,16893
18121,2020,25,16155
18121,2021,17,16486
18121,2022,0,16369
18123,2018,0,19100
18123,2019,0,19184
18123,2020,0,19151
18123,2021,18,19317
18123,2022,12,19183
18125,2018,0,12384
18125,2019,13,12383
18125,2020,11,12247
18125,2021,12,12178
18125,2022,12,12168
18127,2018,217,169647
18127,2019,224,170599
18127,2020,247,173295
18127,2021,255,174517
18127,2022,204,174791
18129,2018,16,25529
18129,2019,30,25408
18129,2020,29,25173
18129,2021,11,25129
18129,2022,21,25063
18131,2018,21,12502
18131,2019,31,12379
18131,2020,29,12523
18131,2021,23,12370
18131,2022,16,12485
18133,2018,54,37494
18133,2019,65,37566
18133,2020,51,36679
18133,2021,46,37016
18133,2022,48,37301
18135,2018,57,24736
18135,2019,51,24533
18135,2020,76,24409
18135,2021,66,24437
18135,2022,56,24437
18137,2018,55,28526
18137,2019,48,28465
18137,2020,56,28968
18137,2021,28,29017
18137,2022,22,29087
18139,2018,22,16635
18139,2019,29,16605
18139,2020,15,16767
18139,2021,38,16699
18139,2022,31,16673
18141,2018,467,270961
18141,2019,410,271695
18141,2020,537,272672
18141,2021,570,272341
18141,2022,443,272234
18143,2018,83,23773
18143,2019,59,23855
18143,2020,88,24371
18143,2021,64,24437
18143,2022,64,24588
18145,2018,97,44535
18145,2019,85,44771
18145,2020,103,45058
18145,2021,124,45025
18145,2022,89,44991
18147,2018,10,20385
18147,2019,13,20273
18147,2020,12,19835
18147,2021,0,19875
18147,2022,10,19967
18149,2018,79,22953
18149,2019,77,23011
18149,2020,54,23380
18149,2021,65,23378
18149,2022,58,23258
18151,2018,33,34570
18151,2019,35,34759
18151,2020,35,34453
18151,2021,43,34666
18151,2022,32,34725
18153,2018,18,20673
18153,2019,27,20601
18153,2020,18,20819
18153,2021,19,20781
18153,2022,27,20670
18155,2018,10,10757
18155,2019,0,10815
18155,2020,13,9742
18155,2021,0,9849
18155,2022,0,10006
18157,2018,356,193705
18157,2019,286,194881
18157,2020,314,186369
18157,2021,311,187566
18157,2022,232,188717
18159,2018,17,15100
18159,2019,16,15133
18159,2020,27,15386
18159,2021,19,15393
18159,2022,23,15361
18161,2018,0,7086
18161,2019,0,7135
18161,2020,0,7081
18161,2021,0,7014
18161,2022,0,6952
18163,2018,279,181165
18163,2019,287,181561
18163,2020,333,180331
18163,2021,362,180267
18163,2022,282,179744
18165,2018,23,15508
18165,2019,15,15493
18165,2020,29,15409
18165,2021,21,15440
18165,2022,17,15451
18167,2018,149,107438
18167,2019,171,106958
18167,2020,125,106119
18167,2021,111,106084
18167,2022,127,106006
18169,2018,64,31210
18169,2019,46,31028
18169,2020,57,30936
18169,2021,53,30897
18169,2022,55,30828
18171,2018,11,8268
18171,2019,0,8262
18171,2020,0,8424
18171,2021,0,8459
18171,2022,0,8461
18173,2018,83,62443
18173,2019,78,62851
18173,2020,65,63996
18173,2021,64,64623
18173,2022,54,65185
18175,2018,51,27936
18175,2019,50,28063
18175,2020,77,28242
18175,2021,70,28151
18175,2022,45,28224
18177,2018,210,66131
18177,2019,193,65943
18177,2020,224,66513
18177,2021,233,66490
18177,2022,192,66273
18179,2018,44,27982
18179,2019,40,28131
18179,2020,29,28167
18179,2021,25,28177
18179,2022,42,28335
18181,2018,53,24168
18181,2019,50,24197
18181,2020,40,24668
18181,2021,42,24662
18181,2022,27,24598
18183,2018,38,34036
18183,2019,36,33868
18183,2020,46,34338
18183,2021,39,34492
18183,2022,40,34627
20001,2018,18,12500
20001,2019,10,12404
20001,2020,15,12532
20001,2021,0,12526
20001,2022,0,12579
20003,2018,0,7858
20003,2019,0,7899
20003,2020,0,7843
20003,2021,0,7800
20003,2022,0,7776
20005,2018,23,16202
20005,2019,21,16138
20005,2020,13,16318
20005,2021,19,16257
20005,2022,23,16108
20007,2018,0,4462
20007,2019,0,4458
20007,2020,0,4203
20007,2021,0,4099
20007,2022,0,4122
20009,2018,28,26120
20009,2019,28,25938
20009,2020,26,25419
20009,2021,32,25239
20009,2022,24,25080
20011,2018,17,14538
20011,2019,0,14499
20011,2020,14,14333
20011,2021,19,14336
20011,2022,17,14493
20013,2018,0,9592
20013,2019,15,9541
20013,2020,0,9482
20013,2021,11,9453
20013,2022,10,9364
20015,2018,45,66887
20015,2019,50,66932
20015,2020,18,67390
20015,2021,61,67958
20015,2022,49,68240
20017,2018,0,2565
20017,2019,0,2585
20017,2020,0,2574
20017,2021,0,2598
20017,2022,0,2548
20019,2018,0,3287
20019,2019,0,3203
20019,2020,0,3385
20019,2021,0,3391
20019,2022,0,3415
20021,2018,0,20024
20021,2019,0,19948
20021,2020,0,19297
20021,2021,0,19208
20021,2022,10,19088
20023,2018,0,2625
20023,2019,0,2624
20023,2020,0,2615
20023,2021,0,2624
20023,2022,0,2583
20025,2018,0,1995
20025,2019,0,2006
20025,2020,0,1974
20025,2021,0,1958
20025,2022,0,1933
20027,2018,0,8008
20027,2019,0,8009
20027,2020,0,8122
20027,2021,0,8091
20027,2022,0,8043
20029,2018,10,8725
20029,2019,0,8779
20029,2020,10,9008
20029,2021,10,8954
20029,2022,18,8946
20031,2018,0,8212
20031,2019,12,8142
20031,2020,0,8356
20031,2021,0,8343
20031,2022,13,8280
20033,2018,0,1740
20033,2019,0,1704
20033,2020,0,1680
20033,2021,0,1660
20033,2022,0,1681
20035,2018,34,35067
20035,2019,33,34784
20035,2020,32,34524
20035,2021,40,34652
20035,2022,46,34453
20037,2018,33,38884
20037,2019,41,38734
20037,2020,40,38951
20037,2021,37,39033
20037,2022,43,39078
20039,2018,0,2842
20039,2019,0,2816
20039,2020,0,2765
20039,2021,0,2764
20039,2022,0,2689
20041,2018,26,18621
20041,2019,15,18381
20041,2020,15,18368
20041,2021,13,18483
20041,2022,15,18430
20043,2018,0,7632
20043,2019,0,7584
20043,2020,0,7463
20043,2021,0,7442
20043,2022,0,7440
20045,2018,118,121327
20045,2019,95,122269
20045,2020,80,118777
20045,2021,127,119480
20045,2022,109,119964
20047,2018,0,2806
20047,2019,0,2783
20047,2020,0,2883
20047,2021,0,2800
20047,2022,0,2739
20049,2018,0,2470
20049,2019,0,2507
20049,2020,0,2474
20049,2021,0,2431
20049,2022,0,2441
20051,2018,28,28709
20051,2019,24,28652
20051,2020,24,28943
20051,2021,25,28897
20051,2022,10,28941
20053,2018,0,6156
20053,2019,0,6093
20053,2020,0,6369
20053,2021,0,6320
20053,2022,0,6355
20055,2018,57,36473
20055,2019,39,36351
20055,2020,66,38302
20055,2021,63,38066
20055,2022,44,37650
20057,2018,27,33623
20057,2019,15,33346
20057,2020,24,34208
20057,2021,24,34121
20057,2022,11,33848
20059,2018,20,25681
20059,2019,0,25618
20059,2020,38,26008
20059,2021,32,26021
20059,2022,23,25992
20061,2018,13,32998
20061,2019,20,31992
20061,2020,0,36751
20061,2021,12,36112
20061,2022,19,35691
20063,2018,0,2612
20063,2019,0,2665
20063,2020,0,2707
20063,2021,0,2735
20063,2022,0,2717
20065,2018,0,2448
20065,2019,0,2441
20065,2020,0,2408
20065,2021,0,2408
20065,2022,0,2411
20067,2018,0,7271
20067,2019,0,7136
20067,2020,0,7326
20067,2021,13,7318
20067,2022,0,7197
20069,2018,0,6085
20069,2019,0,5996
20069,2020,0,5646
20069,2021,0,5672
20069,2022,0,5729
20071,2018,0,1229
20071,2019,0,1211
20071,2020,0,1274
20071,2021,0,1280
20071,2022,0,1223
20073,2018,0,6008
20073,2019,12,6001
20073,2020,0,5965
20073,2021,15,5922
20073,2022,0,5939
20075,2018,0,2584
20075,2019,0,2515
20075,2020,0,2489
20075,2021,0,2468
20075,2022,0,2430
20077,2018,0,5500
20077,2019,0,5442
20077,2020,0,5465
20077,2021,0,5329
20077,2022,0,5323
20079,2018,35,34225
20079,2019,30,34442
20079,2020,43,33998
20079,2021,45,33827
20079,2022,26,33801
20081,2018,0,3993
20081,2019,0,3987
20081,2020,0,3759
20081,2021,0,3646
20081,2022,0,3576
20083,2018,0,1799
20083,2019,0,1763
20083,2020,0,1739
20083,2021,0,1750
20083,2022,0,1755
20085,2018,0,13288
20085,2019,0,13164
20085,2020,11,13241
20085,2021,11,13270
20085,2022,15,13286
20087,2018,0,18901
20087,2019,0,19165
20087,2020,14,18320
20087,2021,13,18419
20087,2022,19,18344
20089,2018,0,2832
20089,2019,0,2858
20089,2020,0,2936
20089,2021,0,2946
20089,2022,0,2898
20091,2018,353,599045
20091,2019,389,602948
20091,2020,355,611101
20091,2021,372,614848
20091,2022,403,619195
20093,2018,0,3926
20093,2019,0,3807
20093,2020,0,3961
20093,2021,0,3892
20093,2022,0,3855
20095,2018,10,7148
20095,2019,0,7056
20095,2020,13,7412
20095,2021,0,7280
20095,2022,0,7193
20097,2018,0,2490
20097,2019,0,2470
20097,2020,0,2452
20097,2021,0,2408
20097,2022,0,2404
20099,2018,25,19929
20099,2019,21,19704
20099,2020,0,20165
20099,2021,12,19929
20099,2022,11,19757
20101,2018,0,1535
20101,2019,0,1527
20101,2020,0,1569
20101,2021,0,1572
20101,2022,0,1556
20103,2018,64,81659
20103,2019,99,81911
20103,2020,85,81953
20103,2021,94,82322
20103,2022,94,82892
20105,2018,0,2994
20105,2019,0,2964
20105,2020,0,2948
20105,2021,0,2907
20105,2022,0,2899
20107,2018,11,9771
20107,2019,0,9714
20107,2020,0,9586
20107,2021,13,9730
20107,2022,18,9796
20109,2018,0,2804
20109,2019,0,2776
20109,2020,0,2743
20109,2021,0,2710
20109,2022,0,2705
20111,2018,42,33302
20111,2019,31,33224
20111,2020,45,32107
20111,2021,51,31987
20111,2022,32,31898
20113,2018,14,28565
20113,2019,29,28584
20113,2020,16,30180
20113,2021,16,30137
20113,2022,0,30012
20115,2018,0,11885
20115,2019,0,11831
20115,2020,0,11778
20115,2021,0,11756
20115,2022,0,11868
20117,2018,0,9718
20117,2019,0,9691
20117,2020,0,10026
20117,2021,0,10010
20117,2022,0,9982
20119,2018,0,4091
20119,2019,0,4023
20119,2020,0,4054
20119,2021,0,3989
20119,2022,0,3897
20121,2018,25,33714
20121,2019,25,34244
20121,2020,20,34232
20121,2021,19,34665
20121,2022,42,34867
20123,2018,0,6096
20123,2019,0,5967
20123,2020,0,5772
20123,2021,0,5757
20123,2022,0,5738
20125,2018,11,32040
20125,2019,15,31796
20125,2020,0,31393
20125,2021,19,31202
20125,2022,21,30996
20127,2018,0,5551
20127,2019,0,5623
20127,2020,0,5367
20127,2021,0,5362
20127,2022,0,5349
20129,2018,0,2662
20129,2019,0,2536
20129,2020,0,2697
20129,2021,0,2669
20129,2022,0,2599
20131,2018,0,10085
20131,2019,0,10170
20131,2020,0,10265
20131,2021,0,10216
20131,2022,0,10115
20133,2018,33,15984
20133,2019,24,15899
20133,2020,19,15905
20133,2021,33,15779
20133,2022,25,15606
20135,2018,0,2811
20135,2019,0,2782
20135,2020,0,2667
20135,2021,0,2651
20135,2022,0,2645
20137,2018,0,5443
20137,2019,0,5372
20137,2020,0,5453
20137,2021,0,5369
20137,2022,0,5301
20139,2018,10,15921
20139,2019,16,15906
20139,2020,10,15746
20139,2021,10,15746
20139,2022,14,15654
20141,2018,0,3456
20141,2019,0,3438
20141,2020,0,3497
20141,2021,0,3485
20141,2022,0,3490
20143,2018,0,5744
20143,2019,0,5713
20143,2020,0,5728
20143,2021,0,5834
20143,2022,10,5795
20145,2018,11,6554
20145,2019,0,6384
20145,2020,0,6261
20145,2021,0,6246
20145,2022,0,6179
20147,2018,10,5274
20147,2019,0,5248
20147,2020,10,4977
20147,2021,0,4845
20147,2022,0,4809
20149,2018,10,24243
20149,2019,0,24468
20149,2020,12,25411
20149,2021,14,25860
20149,2022,13,26273
20151,2018,0,9326
20151,2019,0,9114
20151,2020,0,9148
20151,2021,0,9180
20151,2022,0,9067
20153,2018,0,2483
20153,2019,0,2493
20153,2020,0,2565
20153,2021,0,2559
20153,2022,0,2528
20155,2018,75,62363
20155,2019,80,61963
20155,2020,93,61887
20155,2021,96,61510
20155,2022,86,61516
20157,2018,0,4623
20157,2019,0,4563
20157,2020,0,4677
20157,2021,0,4682
20157,2022,0,4642
20159,2018,0,9453
20159,2019,0,9512
20159,2020,0,9385
20159,2021,0,9406
20159,2022,0,9407
20161,2018,0,74826
20161,2019,0,72762
20161,2020,0,72013
20161,2021,0,71849
20161,2022,0,71108
20163,2018,0,4989
20163,2019,0,4937
20163,2020,0,4895
20163,2021,0,4870
20163,2022,0,4813
20165,2018,0,3037
20165,2019,0,2994
20165,2020,0,2938
20165,2021,0,2925
20165,2022,0,2927
20167,2018,0,6885
20167,2019,0,6868
20167,2020,0,6670
20167,2021,0,6677
20167,2022,0,6639
20169,2018,67,54351
20169,2019,51,54140
20169,2020,57,54253
20169,2021,65,53899
20169,2022,56,53596
20171,2018,0,4918
20171,2019,0,4850
20171,2020,0,5138
20171,2021,0,5121
20171,2022,0,5014
20173,2018,436,513877
20173,2019,450,516579
20173,2020,546,524786
20173,2021,763,524481
20173,2022,669,525525
20175,2018,22,21904
20175,2019,21,21421
20175,2020,26,21854
20175,2021,21,21747
20175,2022,21,21358
20177,2018,186,177224
20177,2019,192,176735
20177,2020,162,178698
20177,2021,187,178367
20177,2022,214,177480
20179,2018,0,2521
20179,2019,0,2517
20179,2020,0,2451
20179,2021,0,2452
20179,2022,0,2425
20181,2018,0,5915
20181,2019,0,5932
20181,2020,0,5895
20181,2021,0,5911
20181,2022,0,5830
20183,2018,0,3582
20183,2019,0,3571
20183,2020,0,3552
20183,2021,0,3555
20183,2022,0,3533
20185,2018,0,4119
20185,2019,0,4081
20185,2020,0,4055
20185,2021,0,4008
20185,2022,0,3993
20187,2018,0,2026
20187,2019,0,1987
20187,2020,0,2083
20187,2021,0,2041
20187,2022,0,1963
20189,2018,0,5496
20189,2019,0,5405
20189,2020,0,5246
20189,2021,11,5299
20189,2022,0,5175
20191,2018,14,22982
20191,2019,13,22810
20191,2020,16,22342
20191,2021,18,22386
20191,2022,34,22473
20193,2018,0,7673
20193,2019,0,7704
20193,2020,0,7933
20193,2021,0,7942
20193,2022,0,7893
20195,2018,0,2782
20195,2019,0,2779
20195,2020,0,2805
20195,2021,0,2792
20195,2022,0,2752
20197,2018,0,6882
20197,2019,0,6892
20197,2020,0,6885
20197,2021,0,6969
20197,2022,0,7019
20199,2018,0,1484
20199,2019,0,1518
20199,2020,0,1517
20199,2021,0,1514
20199,2022,0,1488
20201,2018,0,5457
20201,2019,0,5449
20201,2020,0,5532
20201,2021,0,5526
20201,2022,0,5501
20203,2018,0,2112
20203,2019,0,2118
20203,2020,0,2149
20203,2021,0,2081
20203,2022,0,2064
20205,2018,14,8668
20205,2019,0,8555
20205,2020,14,8576
20205,2021,10,8537
20205,2022,17,8622
20207,2018,0,3165
20207,2019,0,3096
20207,2020,0,3091
20207,2021,0,3076
20207,2022,0,3109
20209,2018,131,165781
20209,2019,132,166009
20209,2020,161,168904
20209,2021,163,167290
20209,2022,218,165746
21001,2018,26,19201
21001,2019,17,19472
21001,2020,28,18880
21001,2021,39,18953
21001,2022,35,19067
21003,2018,15,21104
21003,2019,10,21320
21003,2020,12,20573
21003,2021,19,20828
21003,2022,22,21275
21005,2018,52,22615
21005,2019,42,22700
21005,2020,40,23870
21005,2021,41,24043
21005,2022,39,24224
21007,2018,0,7940
21007,2019,0,7817
21007,2020,0,7712
21007,2021,10,7690
21007,2022,0,7650
21009,2018,47,44071
21009,2019,39,44185
21009,2020,61,44502
21009,2021,51,44599
21009,2022,66,44854
21011,2018,26,12444
21011,2019,31,12532
21011,2020,40,12716
21011,2021,44,12774
21011,2022,34,12829
21013,2018,54,26534
21013,2019,45,26026
21013,2020,64,23984
21013,2021,46,23765
21013,2022,55,23568
21015,2018,287,131971
21015,2019,263,133670
21015,2020,282,136465
21015,2021,199,137760
21015,2022,192,139093
21017,2018,41,20102
21017,2019,55,19774
21017,2020,64,20290
21017,2021,83,20218
21017,2022,51,20093
21019,2018,198,47406
21019,2019,151,46839
21019,2020,155,48197
21019,2021,198,47767
21019,2022,147,48110
21021,2018,58,30109
21021,2019,49,30000
21021,2020,65,30753
21021,2021,76,30649
21021,2022,66,30904
21023,2018,25,8273
21023,2019,24,8330
21023,2020,24,8402
21023,2021,18,8446
21023,2022,14,8452
21025,2018,26,12762
21025,2019,29,12612
21025,2020,21,13694
21025,2021,18,13527
21025,2022,21,13351
21027,2018,25,20286
21027,2019,30,20471
21027,2020,27,20443
21027,2021,32,20652
21027,2022,30,20943
21029,2018,162,81040
21029,2019,144,81803
21029,2020,225,82355
21029,2021,222,83076
21029,2022,182,83836
21031,2018,11,12731
21031,2019,0,12861
21031,2020,10,12318
21031,2021,0,12279
21031,2022,13,12295
21033,2018,15,12684
21033,2019,21,12731
21033,2020,12,12634
21033,2021,16,12644
21033,2022,22,12570
21035,2018,25,38982
21035,2019,31,39073
21035,2020,38,37145
21035,2021,26,37489
21035,2022,32,37685
21037,2018,381,93990
21037,2019,309,93841
21037,2020,304,93129
21037,2021,293,92856
21037,2022,162,93300
21039,2018,0,4711
21039,2019,0,4721
21039,2020,0,4806
21039,2021,0,4760
21039,2022,0,4720
21041,2018,41,10711
21041,2019,43,10658
21041,2020,36,10836
21041,2021,49,10884
21041,2022,43,10938
21043,2018,79,27042
21043,2019,46,26766
21043,2020,62,26607
21043,2021,82,26432
21043,2022,56,26395
21045,2018,45,15950
21045,2019,40,16204
21045,2020,39,15924
21045,2021,36,15951
21045,2022,32,15920
21047,2018,65,71036
21047,2019,55,71577
21047,2020,60,72768
21047,2021,80,73221
21047,2022,72,73037
21049,2018,124,36209
21049,2019,74,36280
21049,2020,82,37037
21049,2021,85,36925
21049,2022,86,37061
21051,2018,90,20116
21051,2019,51,19912
21051,2020,43,20310
21051,2021,74,20184
21051,2022,40,19913
21053,2018,0,10142
21053,2019,0,10200
21053,2020,0,9232
21053,2021,10,9288
21053,2022,15,9123
21055,2018,0,8900
21055,2019,0,8807
21055,2020,0,9002
21055,2021,0,8939
21055,2022,0,8981
21057,2018,0,6704
21057,2019,12,6626
21057,2020,0,5860
21057,2021,0,5892
21057,2022,19,5946
21059,2018,130,100885
21059,2019,125,101555
21059,2020,145,103391
21059,2021,132,103140
21059,2022,133,103222
21061,2018,11,12247
21061,2019,0,12149
21061,2020,13,12153
21061,2021,12,12213
21061,2022,13,12269
21063,2018,0,7469
21063,2019,0,7485
21063,2020,11,7333
21063,2021,14,7375
21063,2022,0,7293
21065,2018,52,14164
21065,2019,71,14143
21065,2020,58,14161
21065,2021,70,14090
21065,2022,65,14044
21067,2018,663,322597
21067,2019,583,323922
21067,2020,728,322613
21067,2021,582,320473
21067,2022,624,320347
21069,2018,23,14490
21069,2019,28,14574
21069,2020,31,15098
21069,2021,28,15268
21069,2022,27,15288
21071,2018,84,35861
21071,2019,78,35515
21071,2020,88,35804
21071,2021,135,35300
21071,2022,80,34978
21073,2018,132,50807
21073,2019,117,50887
21073,2020,122,51589
21073,2021,121,51683
21073,2022,114,51607
21075,2018,0,6049
21075,2019,0,5989
21075,2020,0,6512
21075,2021,0,6513
21075,2022,0,6382
21077,2018,26,8739
21077,2019,31,8842
21077,2020,19,8672
21077,2021,22,8766
21077,2022,19,8763
21079,2018,26,17528
21079,2019,34,17684
21079,2020,55,16965
21079,2021,62,17385
21079,2022,43,17589
21081,2018,141,25114
21081,2019,139,25120
21081,2020,124,25014
21081,2021,90,25302
21081,2022,63,25502
21083,2018,48,37260
21083,2019,87,37170
21083,2020,63,36527
21083,2021,48,36634
21083,2022,54,36412
21085,2018,60,26265
21085,2019,51,26435
21085,2020,53,26454
21085,2021,50,26582
21085,2022,62,26631
21087,2018,17,11007
21087,2019,18,10949
21087,2020,12,11130
21087,2021,13,11308
21087,2022,20,11365
21089,2018,67,35371
21089,2019,64,35164
21089,2020,56,35887
21089,2021,72,35682
21089,2022,41,35403
21091,2018,0,8751
21091,2019,10,8716
21091,2020,0,9105
21091,2021,0,9083
21091,2022,0,9021
21093,2018,163,110435
21093,2019,133,110970
21093,2020,176,110816
21093,2021,213,111766
21093,2022,190,111862
21095,2018,25,26338
21095,2019,50,25960
21095,2020,36,26752
