state_code,month,year,source,count_alldrug,count_opioid,count_heroin,count_stimulant
MS,5,2020,ED,290,94,55,34
MS,5,2020,HOSP,143,52,12,24
MS,6,2020,ED,342,127,57,32
MS,6,2020,HOSP,151,54,12,29
MS,7,2020,ED,350,109,49,24
MS,7,2020,HOSP,145,48,0,23
MS,8,2020,ED,333,106,39,26
MS,8,2020,HOSP,133,44,0,39
MS,9,2020,ED,311,84,32,28
MS,9,2020,HOSP,135,51,0,27
MS,10,2020,ED,333,104,45,26
MS,10,2020,HOSP,122,39,0,28
MS,11,2020,ED,324,97,38,33
MS,11,2020,HOSP,98,36,0,10
MS,12,2020,ED,286,98,57,21
MS,12,2020,HOSP,80,33,0,16
MS,1,2021,ED,329,124,56,25
MS,1,2021,HOSP,108,31,0,23
MS,2,2021,ED,301,98,36,28
MS,2,2021,HOSP,105,38,0,18
MS,3,2021,ED,399,125,48,36
MS,3,2021,HOSP,149,49,10,25
MS,4,2021,ED,390,128,39,38
MS,4,2021,HOSP,155,56,0,37
MS,5,2021,ED,401,116,47,39
MS,5,2021,HOSP,149,43,0,24
MS,6,2021,ED,368,123,46,42
MS,6,2021,HOSP,157,47,0,27
MS,7,2021,ED,413,150,41,43
MS,7,2021,HOSP,152,55,13,27
MS,8,2021,ED,330,99,28,31
MS,8,2021,HOSP,96,29,0,16
MS,9,2021,ED,353,125,44,29
MS,9,2021,HOSP,133,56,0,23
MS,10,2021,ED,344,118,30,26
MS,10,2021,HOSP,131,33,0,39
MS,11,2021,ED,347,110,33,27
MS,11,2021,HOSP,137,38,0,39
MS,12,2021,ED,295,96,26,30
MS,12,2021,HOSP,121,50,0,26
MS,1,2022,ED,317,107,20,18
MS,1,2022,HOSP,102,30,0,18
MS,2,2022,ED,319,117,37,35
MS,2,2022,HOSP,106,35,0,25
MS,3,2022,ED,375,126,21,27
MS,3,2022,HOSP,130,52,0,29
MS,4,2022,ED,370,134,21,27
MS,4,2022,HOSP,109,35,0,27
MS,5,2022,ED,346,121,26,28
MS,5,2022,HOSP,133,35,0,36
MS,6,2022,ED,335,96,15,31
MS,6,2022,HOSP,142,43,0,29
MS,7,2022,ED,327,118,25,24
MS,7,2022,HOSP,109,40,0,20
MS,8,2022,ED,319,80,11,36
MS,8,2022,HOSP,126,40,0,30
MS,9,2022,ED,315,97,11,24
MS,9,2022,HOSP,129,49,0,26
MS,10,2022,ED,296,92,15,10
MS,10,2022,HOSP,117,39,0,18
MS,11,2022,ED,299,112,12,16
MS,11,2022,HOSP,116,38,0,21
MS,12,2022,ED,309,103,13,18
MS,12,2022,HOSP,113,47,0,19
NC,1,2018,HOSP,499,178,43,105
NC,2,2018,HOSP,511,169,47,100
NC,3,2018,HOSP,603,211,51,109
NC,4,2018,HOSP,571,197,54,124
NC,5,2018,HOSP,525,177,56,112
NC,6,2018,HOSP,588,175,43,124
NC,7,2018,HOSP,543,170,53,116
NC,8,2018,HOSP,648,226,72,131
NC,9,2018,HOSP,522,178,45,118
NC,10,2018,HOSP,586,210,61,117
NC,11,2018,HOSP,544,163,42,106
NC,12,2018,HOSP,522,179,46,115
NC,1,2019,HOSP,535,181,51,114
NC,2,2019,HOSP,489,155,46,92
NC,3,2019,HOSP,540,175,58,122
NC,4,2019,HOSP,559,183,59,124
NC,5,2019,HOSP,603,192,51,122
NC,6,2019,HOSP,583,214,67,122
NC,7,2019,HOSP,618,203,48,134
NC,8,2019,HOSP,584,209,69,122
NC,9,2019,HOSP,509,169,51,113
NC,10,2019,HOSP,556,180,39,135
NC,11,2019,HOSP,515,159,55,113
NC,12,2019,HOSP,560,188,44,125
NC,1,2020,HOSP,580,202,61,137
NC,2,2020,HOSP,490,182,62,94
NC,3,2020,HOSP,604,206,66,141
NC,4,2020,HOSP,502,180,58,141
NC,5,2020,HOSP,611,235,72,142
NC,6,2020,HOSP,608,228,64,160
NC,7,2020,HOSP,600,234,59,144
NC,8,2020,HOSP,605,218,57,137
NC,9,2020,HOSP,549,192,49,129
NC,10,2020,HOSP,561,211,51,121
NC,11,2020,HOSP,525,216,43,114
NC,12,2020,HOSP,482,160,33,89
NC,1,2021,HOSP,503,213,56,111
NC,2,2021,HOSP,484,180,47,111
NC,3,2021,HOSP,574,225,60,150
NC,4,2021,HOSP,614,227,60,167
NC,5,2021,HOSP,609,252,63,149
NC,6,2021,HOSP,613,228,58,181
NC,7,2021,HOSP,612,211,60,161
NC,8,2021,HOSP,613,220,40,135
NC,9,2021,HOSP,525,188,34,132
NC,10,2021,HOSP,552,188,39,151
NC,11,2021,HOSP,558,197,28,131
NC,12,2021,HOSP,561,215,38,147
NC,1,2022,HOSP,496,188,34,111
NC,2,2022,HOSP,542,218,32,133
NC,3,2022,HOSP,620,236,33,161
NC,4,2022,HOSP,576,210,37,166
NC,5,2022,HOSP,615,222,34,186
NC,6,2022,HOSP,567,220,22,156
NC,7,2022,HOSP,581,214,24,174
NC,8,2022,HOSP,607,236,22,159
NC,9,2022,HOSP,595,229,33,157
NC,10,2022,HOSP,367,131,0,119
NC,11,2022,HOSP,413,168,29,103
NC,12,2022,HOSP,410,143,12,105
NE,1,2018,ED,88,0,0,0
NE,1,2018,HOSP,64,16,0,12
NE,2,2018,ED,94,14,0,0
NE,2,2018,HOSP,63,23,0,0
NE,3,2018,ED,111,15,0,0
NE,3,2018,HOSP,60,20,0,0
NE,4,2018,ED,100,16,0,0
NE,4,2018,HOSP,62,19,0,0
NE,5,2018,ED,113,18,0,0
NE,5,2018,HOSP,77,19,0,14
NE,6,2018,ED,97,11,0,0
NE,6,2018,HOSP,65,20,0,0
NE,7,2018,ED,98,10,0,0
NE,7,2018,HOSP,55,17,0,0
NE,8,2018,ED,111,16,0,0
NE,8,2018,HOSP,59,15,0,0
NE,9,2018,ED,107,15,0,0
NE,9,2018,HOSP,58,16,0,10
NE,10,2018,ED,98,13,0,0
NE,10,2018,HOSP,55,12,0,10
NE,11,2018,ED,94,14,0,0
NE,11,2018,HOSP,60,16,0,0
NE,12,2018,ED,103,20,0,0
NE,12,2018,HOSP,61,19,0,0
NE,1,2019,ED,98,12,0,0
NE,1,2019,HOSP,44,0,0,0
NE,2,2019,ED,94,0,0,0
NE,2,2019,HOSP,42,14,0,0
NE,3,2019,ED,114,0,0,0
NE,3,2019,HOSP,51,12,0,0
NE,4,2019,ED,113,15,0,0
NE,4,2019,HOSP,52,16,0,0
NE,5,2019,ED,112,15,0,0
NE,5,2019,HOSP,61,17,0,0
NE,6,2019,ED,101,14,0,0
NE,6,2019,HOSP,51,16,0,0
NE,7,2019,ED,110,13,0,0
NE,7,2019,HOSP,64,20,0,0
NE,8,2019,ED,117,14,0,0
NE,8,2019,HOSP,52,12,0,0
NE,9,2019,ED,131,22,0,10
NE,9,2019,HOSP,33,11,0,0
NE,10,2019,ED,100,12,0,0
NE,10,2019,HOSP,60,17,0,0
NE,11,2019,ED,94,10,0,0
NE,11,2019,HOSP,48,14,0,10
NE,12,2019,ED,105,11,0,0
NE,12,2019,HOSP,51,13,0,0
NE,1,2020,ED,143,23,0,10
NE,1,2020,HOSP,51,14,0,0
NE,2,2020,ED,135,14,0,0
NE,2,2020,HOSP,58,0,0,0
NE,3,2020,ED,129,19,0,12
NE,3,2020,HOSP,63,19,0,0
NE,4,2020,ED,88,21,0,0
NE,4,2020,HOSP,52,10,0,0
NE,5,2020,ED,87,14,0,0
NE,5,2020,HOSP,49,22,0,0
NE,6,2020,ED,104,16,0,0
NE,6,2020,HOSP,41,10,0,0
NE,7,2020,ED,112,19,0,0
NE,7,2020,HOSP,33,0,0,0
NE,8,2020,ED,134,17,0,0
NE,8,2020,HOSP,52,16,0,0
NE,9,2020,ED,133,20,0,0
NE,9,2020,HOSP,59,12,0,0
NE,10,2020,ED,127,19,0,0
NE,10,2020,HOSP,41,14,0,0
NE,11,2020,ED,115,22,0,0
NE,11,2020,HOSP,44,14,0,0
NE,12,2020,ED,93,20,0,10
NE,12,2020,HOSP,42,11,0,0
NE,1,2021,ED,119,23,0,0
NE,1,2021,HOSP,44,14,0,0
NE,2,2021,ED,124,30,0,0
NE,2,2021,HOSP,45,17,0,0
NE,3,2021,ED,147,36,10,11
NE,3,2021,HOSP,60,17,0,13
NE,4,2021,ED,173,40,0,14
NE,4,2021,HOSP,60,18,0,0
NE,5,2021,ED,160,22,0,10
NE,5,2021,HOSP,43,16,0,0
NE,6,2021,ED,138,26,0,0
NE,6,2021,HOSP,61,19,0,0
NE,7,2021,ED,149,41,0,0
NE,7,2021,HOSP,54,14,0,12
NE,8,2021,ED,170,45,0,13
NE,8,2021,HOSP,65,19,0,11
NE,9,2021,ED,162,27,0,16
NE,9,2021,HOSP,59,19,0,12
NE,10,2021,ED,177,25,0,14
NE,10,2021,HOSP,50,16,0,0
NE,11,2021,ED,157,38,0,11
NE,11,2021,HOSP,41,11,0,10
NE,12,2021,ED,133,23,0,0
NE,12,2021,HOSP,42,13,0,0
NE,1,2022,ED,148,33,0,0
NE,1,2022,HOSP,33,0,0,0
NE,2,2022,ED,127,27,0,10
NE,2,2022,HOSP,46,15,0,10
NE,3,2022,ED,127,24,0,0
NE,3,2022,HOSP,64,15,0,12
NE,4,2022,ED,136,23,0,0
NE,4,2022,HOSP,47,15,0,10
NE,5,2022,ED,168,36,0,10
NE,5,2022,HOSP,50,13,0,0
NE,6,2022,ED,163,36,0,0
NE,6,2022,HOSP,58,20,0,0
NE,7,2022,ED,183,42,0,0
NE,7,2022,HOSP,61,13,0,13
NE,8,2022,ED,147,23,0,11
NE,8,2022,HOSP,43,11,0,13
NE,9,2022,ED,156,31,0,0
NE,9,2022,HOSP,55,17,0,0
NE,10,2022,ED,156,37,0,12
NE,10,2022,HOSP,46,10,0,0
NE,11,2022,ED,138,13,0,0
NE,11,2022,HOSP,53,0,0,0
NE,12,2022,ED,121,20,0,0
NE,12,2022,HOSP,39,0,0,0
NY,1,2018,ED,1681,654,455,65
NY,1,2018,HOSP,993,325,107,216
NY,2,2018,ED,1414,581,385,69
NY,2,2018,HOSP,965,303,104,214
NY,3,2018,ED,1657,664,454,96
NY,3,2018,HOSP,1080,320,118,263
NY,4,2018,ED,1650,710,484,106
NY,4,2018,HOSP,1014,330,110,236
NY,5,2018,ED,1905,861,584,88
NY,5,2018,HOSP,1117,349,138,272
NY,6,2018,ED,1847,853,578,100
NY,6,2018,HOSP,1046,316,129,280
NY,7,2018,ED,2044,909,604,97
NY,7,2018,HOSP,1126,371,148,310
NY,8,2018,ED,2041,911,637,95
NY,8,2018,HOSP,1102,334,131,271
NY,9,2018,ED,1814,784,536,108
NY,9,2018,HOSP,1019,285,111,297
NY,10,2018,ED,1878,808,543,86
NY,10,2018,HOSP,1141,390,149,286
NY,11,2018,ED,1577,670,447,76
NY,11,2018,HOSP,978,281,105,255
NY,12,2018,ED,1592,611,397,92
NY,12,2018,HOSP,1019,311,114,218
NY,1,2019,ED,1580,631,434,90
NY,1,2019,HOSP,1013,293,96,240
NY,2,2019,ED,1548,607,373,87
NY,2,2019,HOSP,959,280,93,240
NY,3,2019,ED,1720,669,440,88
NY,3,2019,HOSP,1017,307,116,270
NY,4,2019,ED,1619,607,371,85
NY,4,2019,HOSP,1050,283,87,262
NY,5,2019,ED,1784,764,519,91
NY,5,2019,HOSP,1108,304,102,299
NY,6,2019,ED,1836,814,507,102
NY,6,2019,HOSP,1089,324,114,268
NY,7,2019,ED,1963,916,592,109
NY,7,2019,HOSP,1150,355,133,318
NY,8,2019,ED,1905,877,551,102
NY,8,2019,HOSP,1082,325,131,293
NY,9,2019,ED,1784,781,490,94
NY,9,2019,HOSP,1148,358,146,305
NY,10,2019,ED,1746,706,453,111
NY,10,2019,HOSP,1095,297,107,300
NY,11,2019,ED,1688,714,407,86
NY,11,2019,HOSP,1027,284,102,270
NY,12,2019,ED,1721,715,456,92
NY,12,2019,HOSP,1107,302,112,291
NY,1,2020,ED,1799,768,455,85
NY,1,2020,HOSP,1075,322,110,263
NY,2,2020,ED,1687,742,465,83
NY,2,2020,HOSP,985,321,104,250
NY,3,2020,ED,1532,777,469,92
NY,3,2020,HOSP,1028,338,126,260
NY,4,2020,ED,1326,741,449,98
NY,4,2020,HOSP,649,239,93,129
NY,5,2020,ED,1654,864,522,114
NY,5,2020,HOSP,944,350,116,249
NY,6,2020,ED,1794,970,543,98
NY,6,2020,HOSP,1113,391,143,303
NY,7,2020,ED,1926,953,512,112
NY,7,2020,HOSP,1132,416,174,300
NY,8,2020,ED,1799,878,491,99
NY,8,2020,HOSP,1076,363,128,270
NY,9,2020,ED,1741,819,444,109
NY,9,2020,HOSP,1067,375,121,241
NY,10,2020,ED,1941,929,496,91
NY,10,2020,HOSP,1090,355,125,274
NY,11,2020,ED,1791,821,449,98
NY,11,2020,HOSP,953,303,105,289
NY,12,2020,ED,1762,873,478,96
NY,12,2020,HOSP,954,304,100,248
NY,1,2021,ED,1679,814,449,99
NY,1,2021,HOSP,906,302,102,242
NY,2,2021,ED,1496,745,398,55
NY,2,2021,HOSP,827,258,85,227
NY,3,2021,ED,1878,911,484,100
NY,3,2021,HOSP,1004,350,123,285
NY,4,2021,ED,2027,942,486,121
NY,4,2021,HOSP,1062,362,133,306
NY,5,2021,ED,2147,983,486,119
NY,5,2021,HOSP,1034,348,108,303
NY,6,2021,ED,2223,1077,537,119
NY,6,2021,HOSP,1041,373,131,315
NY,7,2021,ED,2272,1144,579,102
NY,7,2021,HOSP,1043,398,156,272
NY,8,2021,ED,2296,1101,550,112
NY,8,2021,HOSP,1068,398,127,334
NY,9,2021,ED,2099,1054,507,106
NY,9,2021,HOSP,961,358,129,267
NY,10,2021,ED,2078,1071,560,107
NY,10,2021,HOSP,949,344,127,247
NY,11,2021,ED,1789,859,421,87
NY,11,2021,HOSP,916,342,100,240
NY,12,2021,ED,1774,884,423,79
NY,12,2021,HOSP,883,321,110,256
NY,1,2022,ED,1672,762,367,111
NY,1,2022,HOSP,819,266,83,197
NY,2,2022,ED,1766,833,404,104
NY,2,2022,HOSP,893,334,113,247
NY,3,2022,ED,1946,868,420,105
NY,3,2022,HOSP,992,368,122,283
NY,4,2022,ED,1975,891,404,123
NY,4,2022,HOSP,978,337,114,286
NY,5,2022,ED,2049,988,457,115
NY,5,2022,HOSP,990,348,125,324
NY,6,2022,ED,2139,1065,495,144
NY,6,2022,HOSP,999,346,111,296
NY,7,2022,ED,2318,1123,505,128
NY,7,2022,HOSP,995,421,144,277
NY,8,2022,ED,2255,1155,496,130
NY,8,2022,HOSP,1109,435,114,317
NY,9,2022,ED,2196,1032,452,127
NY,9,2022,HOSP,975,386,109,295
NY,10,2022,ED,1812,817,338,101
NY,10,2022,HOSP,895,328,102,253
NY,11,2022,ED,1829,826,327,121
NY,11,2022,HOSP,904,348,97,271
NY,12,2022,ED,1733,782,337,104
NY,12,2022,HOSP,810,309,89,228
OK,1,2020,ED,259,52,16,17
OK,1,2020,HOSP,134,32,0,25
OK,2,2020,ED,242,37,0,23
OK,2,2020,HOSP,136,38,0,31
OK,3,2020,ED,226,60,19,16
OK,3,2020,HOSP,107,36,0,26
OK,4,2020,ED,213,41,11,15
OK,4,2020,HOSP,123,40,0,30
OK,5,2020,ED,256,64,22,13
OK,5,2020,HOSP,143,43,0,34
OK,6,2020,ED,260,55,13,0
OK,6,2020,HOSP,136,48,0,28
OK,7,2020,ED,232,59,14,0
OK,7,2020,HOSP,141,42,0,26
OK,8,2020,ED,212,54,12,10
OK,8,2020,HOSP,149,44,0,25
OK,9,2020,ED,240,37,0,14
OK,9,2020,HOSP,146,37,0,30
OK,10,2020,ED,298,57,15,18
OK,10,2020,HOSP,170,42,0,37
OK,11,2020,ED,317,65,16,18
OK,11,2020,HOSP,142,35,0,14
OK,12,2020,ED,268,58,17,18
OK,12,2020,HOSP,151,39,0,32
OK,1,2021,ED,284,64,18,25
OK,1,2021,HOSP,155,39,0,33
OK,2,2021,ED,257,57,13,17
OK,2,2021,HOSP,164,48,0,40
OK,3,2021,ED,292,70,10,22
OK,3,2021,HOSP,199,69,0,44
OK,4,2021,ED,357,85,21,18
OK,4,2021,HOSP,206,58,0,53
OK,5,2021,ED,312,79,15,21
OK,5,2021,HOSP,199,62,0,64
OK,6,2021,ED,316,60,12,14
OK,6,2021,HOSP,203,77,0,48
OK,7,2021,ED,342,76,18,19
OK,7,2021,HOSP,179,60,0,47
OK,8,2021,ED,338,80,14,19
OK,8,2021,HOSP,159,38,0,34
OK,9,2021,ED,351,110,21,20
OK,9,2021,HOSP,151,37,0,29
OK,10,2021,ED,345,123,33,16
OK,10,2021,HOSP,175,51,0,47
OK,11,2021,ED,329,112,19,0
OK,11,2021,HOSP,175,60,0,34
OK,12,2021,ED,317,113,17,12
OK,12,2021,HOSP,151,43,0,33
OR,1,2018,ED,465,129,70,31
OR,1,2018,HOSP,174,63,0,26
OR,2,2018,ED,466,138,85,31
OR,2,2018,HOSP,169,63,14,27
OR,3,2018,ED,496,153,82,34
OR,3,2018,HOSP,203,74,17,33
OR,4,2018,ED,514,148,86,26
OR,4,2018,HOSP,185,60,14,34
OR,5,2018,ED,538,182,116,29
OR,5,2018,HOSP,222,85,25,49
OR,6,2018,ED,493,169,100,38
OR,6,2018,HOSP,189,66,18,37
OR,7,2018,ED,525,175,99,29
OR,7,2018,HOSP,197,64,20,41
OR,8,2018,ED,542,167,103,40
OR,8,2018,HOSP,207,86,22,35
OR,9,2018,ED,548,206,138,36
OR,9,2018,HOSP,184,67,18,35
OR,10,2018,ED,493,126,75,32
OR,10,2018,HOSP,199,64,18,42
OR,11,2018,ED,471,142,68,41
OR,11,2018,HOSP,194,62,0,32
OR,12,2018,ED,484,137,82,32
OR,12,2018,HOSP,210,64,13,44
OR,1,2019,ED,486,133,72,41
OR,1,2019,HOSP,197,64,20,45
OR,2,2019,ED,441,129,79,17
OR,2,2019,HOSP,171,65,15,37
OR,3,2019,ED,509,155,90,30
OR,3,2019,HOSP,161,51,19,40
OR,4,2019,ED,517,150,93,36
OR,4,2019,HOSP,187,74,20,45
OR,5,2019,ED,575,176,113,45
OR,5,2019,HOSP,212,70,19,49
OR,6,2019,ED,582,181,108,32
OR,6,2019,HOSP,197,57,15,53
OR,7,2019,ED,546,192,123,29
OR,7,2019,HOSP,195,59,20,51
OR,8,2019,ED,561,159,77,32
OR,8,2019,HOSP,199,64,18,37
OR,9,2019,ED,473,136,75,32
OR,9,2019,HOSP,187,63,15,42
OR,10,2019,ED,515,144,76,31
OR,10,2019,HOSP,169,40,10,40
OR,11,2019,ED,477,149,89,32
OR,11,2019,HOSP,189,53,12,29
OR,12,2019,ED,510,156,81,19
OR,12,2019,HOSP,177,50,10,43
OR,1,2020,ED,535,159,80,35
OR,1,2020,HOSP,193,57,14,39
OR,2,2020,ED,508,173,91,25
OR,2,2020,HOSP,183,52,12,34
OR,3,2020,ED,454,155,79,24
OR,3,2020,HOSP,171,55,13,41
OR,4,2020,ED,390,134,72,29
OR,4,2020,HOSP,141,43,0,38
OR,5,2020,ED,506,201,79,28
OR,5,2020,HOSP,187,72,17,40
OR,6,2020,ED,485,163,75,30
OR,6,2020,HOSP,171,64,11,32
OR,7,2020,ED,552,188,77,39
OR,7,2020,HOSP,208,69,16,46
OR,8,2020,ED,541,181,70,35
OR,8,2020,HOSP,195,68,20,50
OR,9,2020,ED,505,159,66,41
OR,9,2020,HOSP,189,56,0,40
OR,10,2020,ED,501,165,80,35
OR,10,2020,HOSP,172,70,15,41
OR,11,2020,ED,452,141,63,27
OR,11,2020,HOSP,176,54,12,40
OR,12,2020,ED,511,185,70,28
OR,12,2020,HOSP,201,64,17,50
OR,1,2021,ED,520,182,63,39
OR,1,2021,HOSP,179,65,12,43
OR,2,2021,ED,477,150,59,37
OR,2,2021,HOSP,161,64,16,42
OR,3,2021,ED,540,191,63,27
OR,3,2021,HOSP,203,76,15,60
OR,4,2021,ED,563,217,90,34
OR,4,2021,HOSP,212,78,16,57
OR,5,2021,ED,587,230,99,27
OR,5,2021,HOSP,226,88,25,56
OR,6,2021,ED,576,227,83,32
OR,6,2021,HOSP,206,70,13,58
OR,7,2021,ED,583,260,92,37
OR,7,2021,HOSP,212,78,16,57
OR,8,2021,ED,547,234,77,15
OR,8,2021,HOSP,226,88,25,56
OR,9,2021,ED,525,209,59,33
OR,9,2021,HOSP,206,70,13,58
OR,10,2021,ED,482,195,61,36
OR,10,2021,HOSP,171,61,10,54
OR,11,2021,ED,466,164,48,33
OR,11,2021,HOSP,171,58,0,51
OR,12,2021,ED,565,252,68,26
OR,12,2021,HOSP,198,58,0,57
OR,1,2022,ED,494,220,67,32
OR,1,2022,HOSP,166,43,10,54
OR,2,2022,ED,462,222,49,23
OR,2,2022,HOSP,170,62,11,60
OR,3,2022,ED,533,216,49,23
OR,3,2022,HOSP,196,67,13,59
OR,4,2022,ED,513,262,39,22
OR,4,2022,HOSP,201,70,0,69
OR,5,2022,ED,544,241,34,36
OR,5,2022,HOSP,205,81,0,66
OR,6,2022,ED,535,263,32,26
OR,6,2022,HOSP,192,78,0,46
OR,7,2022,ED,590,308,33,30
OR,7,2022,HOSP,197,66,0,67
OR,8,2022,ED,599,312,19,31
OR,8,2022,HOSP,192,85,0,55
OR,9,2022,ED,521,278,13,25
OR,9,2022,HOSP,165,62,0,50
OR,10,2022,ED,626,275,18,36
OR,10,2022,HOSP,213,85,0,77
OR,11,2022,ED,572,253,0,31
OR,11,2022,HOSP,211,76,0,70
OR,12,2022,ED,562,273,0,24
OR,12,2022,HOSP,230,83,0,89
RI,1,2018,ED,152,74,36,0
RI,1,2018,HOSP,63,21,0,0
RI,2,2018,ED,137,65,29,0
RI,2,2018,HOSP,78,21,0,10
RI,3,2018,ED,178,85,36,10
RI,3,2018,HOSP,91,27,11,0
RI,4,2018,ED,184,98,46,0
RI,4,2018,HOSP,90,24,0,0
RI,5,2018,ED,212,103,45,0
RI,5,2018,HOSP,99,28,0,15
RI,6,2018,ED,207,123,46,0
RI,6,2018,HOSP,92,27,0,17
RI,7,2018,ED,188,87,40,15
RI,7,2018,HOSP,78,25,0,10
RI,8,2018,ED,202,103,47,11
RI,8,2018,HOSP,74,21,0,0
RI,9,2018,ED,178,101,36,0
RI,9,2018,HOSP,84,28,0,10
RI,10,2018,ED,188,119,50,0
RI,10,2018,HOSP,85,33,0,0
RI,11,2018,ED,206,115,41,0
RI,11,2018,HOSP,75,26,0,13
RI,12,2018,ED,176,93,35,0
RI,12,2018,HOSP,77,24,0,0
RI,1,2019,ED,200,119,43,0
RI,1,2019,HOSP,72,18,0,0
RI,2,2019,ED,148,80,29,0
RI,2,2019,HOSP,69,23,0,0
RI,3,2019,ED,193,99,29,0
RI,3,2019,HOSP,76,19,0,13
RI,4,2019,ED,222,111,27,12
RI,4,2019,HOSP,80,25,0,10
RI,5,2019,ED,221,129,29,11
RI,5,2019,HOSP,103,33,0,11
RI,6,2019,ED,219,118,37,0
RI,6,2019,HOSP,96,17,0,0
RI,7,2019,ED,201,103,22,10
RI,7,2019,HOSP,90,26,0,0
RI,8,2019,ED,254,162,38,12
RI,8,2019,HOSP,94,39,0,12
RI,9,2019,ED,219,132,30,0
RI,9,2019,HOSP,95,26,0,10
RI,10,2019,ED,209,106,26,0
RI,10,2019,HOSP,83,17,0,0
RI,11,2019,ED,195,107,27,11
RI,11,2019,HOSP,75,22,0,10
RI,12,2019,ED,200,98,17,18
RI,12,2019,HOSP,88,30,0,0
RI,1,2020,ED,199,107,23,17
RI,1,2020,HOSP,77,29,0,10
RI,2,2020,ED,190,95,17,0
RI,2,2020,HOSP,62,16,0,0
RI,3,2020,ED,173,97,18,0
RI,3,2020,HOSP,78,24,0,11
RI,4,2020,ED,163,89,21,0
RI,4,2020,HOSP,59,20,0,0
RI,5,2020,ED,175,102,22,0
RI,5,2020,HOSP,70,26,0,15
RI,6,2020,ED,207,130,23,14
RI,6,2020,HOSP,91,24,0,18
RI,7,2020,ED,231,126,13,13
RI,7,2020,HOSP,95,30,0,15
RI,8,2020,ED,203,119,18,0
RI,8,2020,HOSP,93,35,0,16
RI,9,2020,ED,188,101,21,0
RI,9,2020,HOSP,81,27,0,19
RI,10,2020,ED,151,76,15,0
RI,10,2020,HOSP,61,23,0,0
RI,11,2020,ED,120,65,12,0
RI,11,2020,HOSP,70,23,0,0
RI,12,2020,ED,156,84,0,0
RI,12,2020,HOSP,61,27,0,12
RI,1,2021,ED,165,97,14,0
RI,1,2021,HOSP,63,26,0,14
RI,2,2021,ED,165,86,15,0
RI,2,2021,HOSP,56,20,0,0
RI,3,2021,ED,214,120,0,0
RI,3,2021,HOSP,60,23,0,0
RI,4,2021,ED,178,101,11,10
RI,4,2021,HOSP,72,30,0,17
RI,5,2021,ED,199,124,12,0
RI,5,2021,HOSP,86,33,0,13
RI,6,2021,ED,193,105,10,12
RI,6,2021,HOSP,69,33,0,17
RI,7,2021,ED,229,128,0,0
RI,7,2021,HOSP,65,26,0,13
RI,8,2021,ED,163,89,0,0
RI,8,2021,HOSP,64,20,0,21
RI,9,2021,ED,172,105,0,0
RI,9,2021,HOSP,64,18,0,0
RI,10,2021,ED,153,87,0,0
RI,10,2021,HOSP,43,19,0,0
RI,11,2021,ED,132,85,0,0
RI,11,2021,HOSP,51,25,0,10
RI,12,2021,ED,150,92,0,10
RI,12,2021,HOSP,53,24,0,15
RI,1,2022,ED,147,84,0,0
RI,1,2022,HOSP,44,24,0,0
RI,2,2022,ED,138,63,0,0
RI,2,2022,HOSP,56,25,0,0
RI,3,2022,ED,178,105,0,0
RI,3,2022,HOSP,72,31,0,12
RI,4,2022,ED,154,89,0,0
RI,4,2022,HOSP,54,27,0,0
RI,5,2022,ED,179,98,0,0
RI,5,2022,HOSP,60,25,0,10
RI,6,2022,ED,157,77,0,10
RI,6,2022,HOSP,58,26,0,12
RI,7,2022,ED,203,108,0,0
RI,7,2022,HOSP,58,24,0,11
RI,8,2022,ED,158,76,0,0
RI,8,2022,HOSP,52,24,0,21
RI,9,2022,ED,198,109,0,0
RI,9,2022,HOSP,60,23,0,16
RI,10,2022,ED,180,97,0,10
RI,10,2022,HOSP,54,23,0,16
RI,11,2022,ED,133,73,0,0
RI,11,2022,HOSP,45,18,0,12
RI,12,2022,ED,124,57,0,0
RI,12,2022,HOSP,42,14,0,0
SC,1,2018,ED,493,200,102,31
SC,1,2018,HOSP,275,86,19,27
SC,2,2018,ED,477,190,88,31
SC,2,2018,HOSP,216,86,17,36
SC,3,2018,ED,575,233,125,38
SC,3,2018,HOSP,271,90,15,45
SC,4,2018,ED,531,171,93,34
SC,4,2018,HOSP,256,91,24,44
SC,5,2018,ED,561,209,110,41
SC,5,2018,HOSP,284,110,33,52
SC,6,2018,ED,626,264,145,34
SC,6,2018,HOSP,284,92,21,57
SC,7,2018,ED,602,244,127,46
SC,7,2018,HOSP,297,109,30,61
SC,8,2018,ED,593,226,114,43
SC,8,2018,HOSP,300,103,29,64
SC,9,2018,ED,547,202,100,50
SC,9,2018,HOSP,260,97,19,46
SC,10,2018,ED,577,238,120,43
SC,10,2018,HOSP,268,95,26,57
SC,11,2018,ED,602,273,151,53
SC,11,2018,HOSP,238,73,16,43
SC,12,2018,ED,555,226,110,44
SC,12,2018,HOSP,231,74,16,39
SC,1,2019,ED,545,229,113,43
SC,1,2019,HOSP,245,85,20,49
SC,2,2019,ED,492,193,99,32
SC,2,2019,HOSP,201,79,13,48
SC,3,2019,ED,611,261,141,46
SC,3,2019,HOSP,247,99,19,60
SC,4,2019,ED,540,173,83,44
SC,4,2019,HOSP,261,95,24,52
SC,5,2019,ED,655,251,139,32
SC,5,2019,HOSP,291,97,31,58
SC,6,2019,ED,597,229,104,43
SC,6,2019,HOSP,253,88,25,65
SC,7,2019,ED,643,243,133,36
SC,7,2019,HOSP,284,90,24,68
