sex,age,month,year,source,monthly_us_population,count_alldrug,count_opioid,count_heroin,count_stimulant
M,55+,3,2018,HOSP,14924357,1176,386,60,214
M,55+,4,2018,HOSP,14950786,1131,375,75,204
M,55+,5,2018,HOSP,14977214,1170,408,82,202
M,55+,6,2018,HOSP,15003643,1152,363,79,236
M,55+,7,2018,HOSP,15030072,1088,379,72,184
M,55+,8,2018,HOSP,15055782,1146,401,98,216
M,55+,9,2018,HOSP,15081492,1088,377,74,203
M,55+,10,2018,HOSP,15107202,1133,386,102,231
M,55+,11,2018,HOSP,15132912,1068,365,63,203
M,55+,12,2018,HOSP,15158622,1044,345,70,222
M,55+,1,2019,HOSP,15184332,1087,347,76,251
M,55+,2,2019,HOSP,15210042,1035,342,68,199
M,55+,3,2019,HOSP,15235752,1119,371,76,251
M,55+,4,2019,HOSP,15261462,1109,380,71,242
M,55+,5,2019,HOSP,15287172,1185,370,74,268
M,55+,6,2019,HOSP,15312882,1135,385,87,257
M,55+,7,2019,HOSP,15338592,1220,418,91,276
M,55+,8,2019,HOSP,15368869,1131,398,104,238
M,55+,9,2019,HOSP,15399147,1133,411,92,232
M,55+,10,2019,HOSP,15429424,1071,322,75,270
M,55+,11,2019,HOSP,15459702,1048,329,86,250
M,55+,12,2019,HOSP,15489979,1100,371,76,265
M,55+,1,2020,HOSP,16043968,1153,386,100,255
M,55+,2,2020,HOSP,16074430,1028,365,92,234
M,55+,3,2020,HOSP,16104893,1066,378,97,251
M,55+,4,2020,HOSP,16135355,801,293,74,180
M,55+,5,2020,HOSP,16165817,1082,395,106,269
M,55+,6,2020,HOSP,16196280,1094,400,90,268
M,55+,7,2020,HOSP,16226742,1181,422,115,241
M,55+,8,2020,HOSP,16241818,1118,414,104,223
M,55+,9,2020,HOSP,16256895,1098,388,89,228
M,55+,10,2020,HOSP,16271971,1156,427,103,261
M,55+,11,2020,HOSP,16287047,1016,354,82,249
M,55+,12,2020,HOSP,16302124,1019,347,66,218
M,55+,1,2021,HOSP,16317200,1013,360,84,202
M,55+,2,2021,HOSP,16332276,967,315,73,248
M,55+,3,2021,HOSP,16347353,1174,405,103,288
M,55+,4,2021,HOSP,16362429,1215,434,126,329
M,55+,5,2021,HOSP,16377505,1182,412,94,309
M,55+,6,2021,HOSP,16392582,1241,449,118,337
M,55+,7,2021,HOSP,16407658,1206,423,121,313
M,55+,8,2021,HOSP,16421261,1131,418,101,293
M,55+,9,2021,HOSP,16434863,1079,406,107,250
M,55+,10,2021,HOSP,16448466,1134,402,112,273
M,55+,11,2021,HOSP,16462069,1075,398,81,252
M,55+,12,2021,HOSP,16475671,1070,380,94,288
M,55+,1,2022,HOSP,15960746,920,324,80,211
M,55+,2,2022,HOSP,15974113,963,368,82,216
M,55+,3,2022,HOSP,15987480,1122,409,98,315
M,55+,4,2022,HOSP,16000847,1069,364,99,272
M,55+,5,2022,HOSP,16014214,1136,440,127,314
M,55+,6,2022,HOSP,16027581,1149,445,98,278
M,55+,7,2022,HOSP,16040948,1071,433,98,275
M,55+,8,2022,HOSP,16054315,1163,429,84,302
M,55+,9,2022,HOSP,16067682,1097,379,79,281
M,55+,10,2022,HOSP,16081049,1015,385,89,247
M,55+,11,2022,HOSP,16094416,1064,424,85,256
M,55+,12,2022,HOSP,16107783,992,355,83,239
