state_code,month,year,monthly_state_population
NE,9,2021,1964282.17
NE,10,2021,1964646.25
NE,11,2021,1965010.33
NE,12,2021,1965374.42
NE,1,2022,1965738.50
NE,2,2022,1966102.58
NE,3,2022,1966466.67
NE,4,2022,1966830.75
NE,5,2022,1967194.83
NE,6,2022,1967558.92
NE,7,2022,1967923.00
NE,8,2022,1968287.08
NE,9,2022,1968651.17
NE,10,2022,1969015.25
NE,11,2022,1969379.33
NE,12,2022,1969743.42
NY,1,2018,19559961.50
NY,2,2018,19555026.42
NY,3,2018,19550091.33
NY,4,2018,19545156.25
NY,5,2018,19540221.17
NY,6,2018,19535286.08
NY,7,2018,19530351.00
NY,8,2018,19523951.83
NY,9,2018,19517552.67
NY,10,2018,19511153.50
NY,11,2018,19504754.33
NY,12,2018,19498355.17
NY,1,2019,19491956.00
NY,2,2019,19485556.83
NY,3,2019,19479157.67
NY,4,2019,19472758.50
NY,5,2019,19466359.33
NY,6,2019,19459960.17
NY,7,2019,19453561.00
NY,8,2019,19508122.25
NY,9,2019,19562683.50
NY,10,2019,19617244.75
NY,11,2019,19671806.00
NY,12,2019,19726367.25
NY,1,2020,19780928.50
NY,2,2020,19835489.75
NY,3,2020,19890051.00
NY,4,2020,19944612.25
NY,5,2020,19999173.50
NY,6,2020,20053734.75
NY,7,2020,20108296.00
NY,8,2020,20087395.67
NY,9,2020,20066495.33
NY,10,2020,20045595.00
NY,11,2020,20024694.67
NY,12,2020,20003794.33
NY,1,2021,19982894.00
NY,2,2021,19961993.67
NY,3,2021,19941093.33
NY,4,2021,19920193.00
NY,5,2021,19899292.67
NY,6,2021,19878392.33
NY,7,2021,19857492.00
NY,8,2021,19842463.58
NY,9,2021,19827435.17
NY,10,2021,19812406.75
NY,11,2021,19797378.33
NY,12,2021,19782349.92
NY,1,2022,19767321.50
NY,2,2022,19752293.08
NY,3,2022,19737264.67
NY,4,2022,19722236.25
NY,5,2022,19707207.83
NY,6,2022,19692179.42
NY,7,2022,19677151.00
NY,8,2022,19662122.58
NY,9,2022,19647094.17
NY,10,2022,19632065.75
NY,11,2022,19617037.33
NY,12,2022,19602008.92
OK,1,2020,3960941.50
OK,2,2020,3961603.25
OK,3,2020,3962265.00
OK,4,2020,3962926.75
OK,5,2020,3963588.50
OK,6,2020,3964250.25
OK,7,2020,3964912.00
OK,8,2020,3967104.75
OK,9,2020,3969297.50
OK,10,2020,3971490.25
OK,11,2020,3973683.00
OK,12,2020,3975875.75
OK,1,2021,3978068.50
OK,2,2021,3980261.25
OK,3,2021,3982454.00
OK,4,2021,3984646.75
OK,5,2021,3986839.50
OK,6,2021,3989032.25
OK,7,2021,3991225.00
OK,8,2021,3993606.25
OK,9,2021,3995987.50
OK,10,2021,3998368.75
OK,11,2021,4000750.00
OK,12,2021,4003131.25
OR,1,2018,4162755.50
OR,2,2018,4165943.92
OR,3,2018,4169132.33
OR,4,2018,4172320.75
OR,5,2018,4175509.17
OR,6,2018,4178697.58
OR,7,2018,4181886.00
OR,8,2018,4184873.58
OR,9,2018,4187861.17
OR,10,2018,4190848.75
OR,11,2018,4193836.33
OR,12,2018,4196823.92
OR,1,2019,4199811.50
OR,2,2019,4202799.08
OR,3,2019,4205786.67
OR,4,2019,4208774.25
OR,5,2019,4211761.83
OR,6,2019,4214749.42
OR,7,2019,4217737.00
OR,8,2019,4219991.83
OR,9,2019,4222246.67
OR,10,2019,4224501.50
OR,11,2019,4226756.33
OR,12,2019,4229011.17
OR,1,2020,4231266.00
OR,2,2020,4233520.83
OR,3,2020,4235775.67
OR,4,2020,4238030.50
OR,5,2020,4240285.33
OR,6,2020,4242540.17
OR,7,2020,4244795.00
OR,8,2020,4245753.83
OR,9,2020,4246712.67
OR,10,2020,4247671.50
OR,11,2020,4248630.33
OR,12,2020,4249589.17
OR,1,2021,4250548.00
OR,2,2021,4251506.83
OR,3,2021,4252465.67
OR,4,2021,4253424.50
OR,5,2021,4254383.33
OR,6,2021,4255342.17
OR,7,2021,4256301.00
OR,8,2021,4254954.00
OR,9,2021,4253607.00
OR,10,2021,4252260.00
OR,11,2021,4250913.00
OR,12,2021,4249566.00
OR,1,2022,4248219.00
OR,2,2022,4246872.00
OR,3,2022,4245525.00
OR,4,2022,4244178.00
OR,5,2022,4242831.00
OR,6,2022,4241484.00
OR,7,2022,4240137.00
OR,8,2022,4238790.00
OR,9,2022,4237443.00
OR,10,2022,4236096.00
OR,11,2022,4234749.00
OR,12,2022,4233402.00
RI,1,2018,1056980.00
RI,2,2018,1057197.83
RI,3,2018,1057415.67
RI,4,2018,1057633.50
RI,5,2018,1057851.33
RI,6,2018,1058069.17
RI,7,2018,1058287.00
RI,8,2018,1058376.50
RI,9,2018,1058466.00
RI,10,2018,1058555.50
RI,11,2018,1058645.00
RI,12,2018,1058734.50
RI,1,2019,1058824.00
RI,2,2019,1058913.50
RI,3,2019,1059003.00
RI,4,2019,1059092.50
RI,5,2019,1059182.00
RI,6,2019,1059271.50
RI,7,2019,1059361.00
RI,8,2019,1062443.00
RI,9,2019,1065525.00
RI,10,2019,1068607.00
RI,11,2019,1071689.00
RI,12,2019,1074771.00
RI,1,2020,1077853.00
RI,2,2020,1080935.00
RI,3,2020,1084017.00
RI,4,2020,1087099.00
RI,5,2020,1090181.00
RI,6,2020,1093263.00
RI,7,2020,1096345.00
RI,8,2020,1096398.33
RI,9,2020,1096451.67
RI,10,2020,1096505.00
RI,11,2020,1096558.33
RI,12,2020,1096611.67
RI,1,2021,1096665.00
RI,2,2021,1096718.33
RI,3,2021,1096771.67
RI,4,2021,1096825.00
RI,5,2021,1096878.33
RI,6,2021,1096931.67
RI,7,2021,1096985.00
RI,8,2021,1096714.08
RI,9,2021,1096443.17
RI,10,2021,1096172.25
RI,11,2021,1095901.33
RI,12,2021,1095630.42
RI,1,2022,1095359.50
RI,2,2022,1095088.58
RI,3,2022,1094817.67
RI,4,2022,1094546.75
RI,5,2022,1094275.83
RI,6,2022,1094004.92
RI,7,2022,1093734.00
RI,8,2022,1093463.08
RI,9,2022,1093192.17
RI,10,2022,1092921.25
RI,11,2022,1092650.33
RI,12,2022,1092379.42
SC,1,2018,5052712.00
SC,2,2018,5057952.67
SC,3,2018,5063193.33
SC,4,2018,5068434.00
SC,5,2018,5073674.67
SC,6,2018,5078915.33
SC,7,2018,5084156.00
SC,8,2018,5089535.83
SC,9,2018,5094915.67
SC,10,2018,5100295.50
SC,11,2018,5105675.33
SC,12,2018,5111055.17
SC,1,2019,5116435.00
SC,2,2019,5121814.83
SC,3,2019,5127194.67
SC,4,2019,5132574.50
SC,5,2019,5137954.33
SC,6,2019,5143334.17
SC,7,2019,5148714.00
SC,8,2019,5147308.50
SC,9,2019,5145903.00
SC,10,2019,5144497.50
SC,11,2019,5143092.00
SC,12,2019,5141686.50
SC,1,2020,5140281.00
SC,2,2020,5138875.50
SC,3,2020,5137470.00
SC,4,2020,5136064.50
SC,5,2020,5134659.00
SC,6,2020,5133253.50
SC,7,2020,5131848.00
SC,8,2020,5136966.17
SC,9,2020,5142084.33
SC,10,2020,5147202.50
SC,11,2020,5152320.67
SC,12,2020,5157438.83
SC,1,2021,5162557.00
SC,2,2021,5167675.17
SC,3,2021,5172793.33
SC,4,2021,5177911.50
SC,5,2021,5183029.67
SC,6,2021,5188147.83
SC,7,2021,5193266.00
SC,8,2021,5200713.33
SC,9,2021,5208160.67
SC,10,2021,5215608.00
SC,11,2021,5223055.33
SC,12,2021,5230502.67
SC,1,2022,5237950.00
SC,2,2022,5245397.33
SC,3,2022,5252844.67
SC,4,2022,5260292.00
SC,5,2022,5267739.33
SC,6,2022,5275186.67
SC,7,2022,5282634.00
SC,8,2022,5290081.33
SC,9,2022,5297528.67
SC,10,2022,5304976.00
SC,11,2022,5312423.33
SC,12,2022,5319870.67
US,1,2018,152964867.00
US,1,2018,113392042.00
US,2,2018,153002997.50
US,2,2018,113437189.83
US,3,2018,153041128.00
US,3,2018,113482337.67
US,4,2018,153079258.50
US,4,2018,113527485.50
US,5,2018,153117389.00
US,5,2018,113572633.33
US,6,2018,153155519.50
US,6,2018,113617781.17
US,7,2018,153193650.00
US,7,2018,113662929.00
US,8,2018,153224023.75
US,8,2018,113704209.25
US,9,2018,153254397.50
US,9,2018,113745489.50
US,10,2018,153284771.25
US,10,2018,113786769.75
US,11,2018,153315145.00
US,11,2018,113828050.00
US,12,2018,153345518.75
US,12,2018,113869330.25
US,1,2019,153375892.50
US,1,2019,113910610.50
US,2,2019,153406266.25
US,2,2019,113951890.75
US,3,2019,153436640.00
US,3,2019,113993171.00
US,4,2019,153467013.75
US,4,2019,114034451.25
US,5,2019,153497387.50
US,5,2019,114075731.50
US,6,2019,153527761.25
US,6,2019,114117011.75
US,7,2019,153558135.00
US,7,2019,114158292.00
US,8,2019,153680555.08
US,8,2019,114272992.17
US,9,2019,153802975.17
US,9,2019,114387692.33
US,10,2019,153925395.25
US,10,2019,114502392.50
US,11,2019,154047815.33
US,11,2019,114617092.67
US,12,2019,154170235.42
US,12,2019,114731792.83
US,1,2020,158253597.00
US,1,2020,118807434.50
US,2,2020,158376678.83
US,2,2020,118922796.42
US,3,2020,158499760.67
US,3,2020,119038158.33
US,4,2020,158622842.50
US,4,2020,119153520.25
US,5,2020,158745924.33
US,5,2020,119268882.17
US,6,2020,158869006.17
US,6,2020,119384244.08
US,7,2020,158992088.00
US,7,2020,119499606.00
US,8,2020,158952103.58
US,8,2020,119505091.08
US,9,2020,158912119.17
US,9,2020,119510576.17
US,10,2020,158872134.75
US,10,2020,119516061.25
US,11,2020,158832150.33
US,11,2020,119521546.33
US,12,2020,158792165.92
US,12,2020,119527031.42
US,1,2021,158752181.50
US,1,2021,119532516.50
US,2,2021,158712197.08
US,2,2021,119538001.58
US,3,2021,158672212.67
US,3,2021,119543486.67
US,4,2021,158632228.25
US,4,2021,119548971.75
US,5,2021,158592243.83
US,5,2021,119554456.83
US,6,2021,158552259.42
US,6,2021,119559941.92
US,7,2021,158512275.00
US,7,2021,119565427.00
US,8,2021,158506668.58
US,8,2021,119584278.25
US,9,2021,158501062.17
US,9,2021,119603129.50
US,10,2021,158495455.75
US,10,2021,119621980.75
US,11,2021,158489849.33
US,11,2021,119640832.00
US,12,2021,158484242.92
US,12,2021,119659683.25
US,1,2022,154473124.00
US,1,2022,115673022.00
US,2,2022,154465136.33
US,2,2022,115689492.00
US,3,2022,154457148.67
US,3,2022,115705962.00
US,4,2022,154449161.00
US,4,2022,115722432.00
US,5,2022,154441173.33
US,5,2022,115738902.00
US,6,2022,154433185.67
US,6,2022,115755372.00
US,7,2022,154425198.00
US,7,2022,115771842.00
US,8,2022,154417210.33
US,8,2022,115788312.00
US,9,2022,154409222.67
US,9,2022,115804782.00
US,10,2022,154401235.00
US,10,2022,115821252.00
US,11,2022,154393247.33
US,11,2022,115837722.00
US,12,2022,154385259.67
US,12,2022,115854192.00
UT,1,2018,3127296.00
UT,2,2018,3131671.67
UT,3,2018,3136047.33
UT,4,2018,3140423.00
UT,5,2018,3144798.67
UT,6,2018,3149174.33
UT,7,2018,3153550.00
UT,8,2018,3157917.33
UT,9,2018,3162284.67
UT,10,2018,3166652.00
UT,11,2018,3171019.33
UT,12,2018,3175386.67
UT,1,2019,3179754.00
UT,2,2019,3184121.33
UT,3,2019,3188488.67
UT,4,2019,3192856.00
UT,5,2019,3197223.33
UT,6,2019,3201590.67
UT,7,2019,3205958.00
UT,8,2019,3212443.58
UT,9,2019,3218929.17
UT,10,2019,3225414.75
UT,11,2019,3231900.33
UT,12,2019,3238385.92
UT,1,2020,3244871.50
UT,2,2020,3251357.08
UT,3,2020,3257842.67
UT,4,2020,3264328.25
UT,5,2020,3270813.83
UT,6,2020,3277299.42
UT,7,2020,3283785.00
UT,8,2020,3288395.67
UT,9,2020,3293006.33
UT,10,2020,3297617.00
UT,11,2020,3302227.67
UT,12,2020,3306838.33
UT,1,2021,3311449.00
UT,2,2021,3316059.67
UT,3,2021,3320670.33
UT,4,2021,3325281.00
UT,5,2021,3329891.67
UT,6,2021,3334502.33
UT,7,2021,3339113.00
UT,8,2021,3342586.92
UT,9,2021,3346060.83
UT,10,2021,3349534.75
UT,11,2021,3353008.67
UT,12,2021,3356482.58
UT,1,2022,3359956.50
UT,2,2022,3363430.42
UT,3,2022,3366904.33
UT,4,2022,3370378.25
UT,5,2022,3373852.17
UT,6,2022,3377326.08
UT,7,2022,3380800.00
UT,8,2022,3384273.92
UT,9,2022,3387747.83
UT,10,2022,3391221.75
UT,11,2022,3394695.67
UT,12,2022,3398169.58
WA,1,2018,7473615.50
WA,2,2018,7481991.08
WA,3,2018,7490366.67
WA,4,2018,7498742.25
WA,5,2018,7507117.83
WA,6,2018,7515493.42
WA,7,2018,7523869.00
WA,8,2018,7531454.33
WA,9,2018,7539039.67
WA,10,2018,7546625.00
WA,11,2018,7554210.33
WA,12,2018,7561795.67
WA,1,2019,7569381.00
WA,2,2019,7576966.33
WA,3,2019,7584551.67
WA,4,2019,7592137.00
WA,5,2019,7599722.33
WA,6,2019,7607307.67
WA,7,2019,7614893.00
WA,8,2019,7623987.83
WA,9,2019,7633082.67
WA,10,2019,7642177.50
WA,11,2019,7651272.33
WA,12,2019,7660367.17
WA,1,2020,7669462.00
WA,2,2020,7678556.83
WA,3,2020,7687651.67
WA,4,2020,7696746.50
WA,5,2020,7705841.33
WA,6,2020,7714936.17
WA,7,2020,7724031.00
WA,8,2020,7725423.83
WA,9,2020,7726816.67
WA,10,2020,7728209.50
WA,11,2020,7729602.33
WA,12,2020,7730995.17
WA,1,2021,7732388.00
WA,2,2021,7733780.83
WA,3,2021,7735173.67
WA,4,2021,7736566.50
WA,5,2021,7737959.33
WA,6,2021,7739352.17
WA,7,2021,7740745.00
WA,8,2021,7744498.42
WA,9,2021,7748251.83
WA,10,2021,7752005.25
WA,11,2021,7755758.67
WA,12,2021,7759512.08
WA,1,2022,7763265.50
WA,2,2022,7767018.92
WA,3,2022,7770772.33
WA,4,2022,7774525.75
WA,5,2022,7778279.17
WA,6,2022,7782032.58
WA,7,2022,7785786.00
WA,8,2022,7789539.42
WA,9,2022,7793292.83
WA,10,2022,7797046.25
WA,11,2022,7800799.67
WA,12,2022,7804553.08
WI,1,2018,5798796.00
WI,2,2018,5800231.00
WI,3,2018,5801666.00
WI,4,2018,5803101.00
WI,5,2018,5804536.00
WI,6,2018,5805971.00
WI,7,2018,5807406.00
WI,8,2018,5808658.33
WI,9,2018,5809910.67
WI,10,2018,5811163.00
WI,11,2018,5812415.33
WI,12,2018,5813667.67
WI,1,2019,5814920.00
WI,2,2019,5816172.33
WI,3,2019,5817424.67
WI,4,2019,5818677.00
WI,5,2019,5819929.33
WI,6,2019,5821181.67
WI,7,2019,5822434.00
WI,8,2019,5828587.08
WI,9,2019,5834740.17
WI,10,2019,5840893.25
WI,11,2019,5847046.33
WI,12,2019,5853199.42
WI,1,2020,5859352.50
WI,2,2020,5865505.58
WI,3,2020,5871658.67
WI,4,2020,5877811.75
WI,5,2020,5883964.83
WI,6,2020,5890117.92
WI,7,2020,5896271.00
WI,8,2020,5894923.50
WI,9,2020,5893576.00
WI,10,2020,5892228.50
WI,11,2020,5890881.00
WI,12,2020,5889533.50
WI,1,2021,5888186.00
WI,2,2021,5886838.50
WI,3,2021,5885491.00
WI,4,2021,5884143.50
WI,5,2021,5882796.00
WI,6,2021,5881448.50
WI,7,2021,5880101.00
WI,8,2021,5881137.50
WI,9,2021,5882174.00
WI,10,2021,5883210.50
WI,11,2021,5884247.00
WI,12,2021,5885283.50
WI,1,2022,5886320.00
WI,2,2022,5887356.50
WI,3,2022,5888393.00
WI,4,2022,5889429.50
WI,5,2022,5890466.00
WI,6,2022,5891502.50
WI,7,2022,5892539.00
WI,8,2022,5893575.50
WI,9,2022,5894612.00
WI,10,2022,5895648.50
WI,11,2022,5896685.00
WI,12,2022,5897721.50
